topic_id,adu_id,type,text
cap_rent_increases,a4,objection,one should not deny longstanding owners the opportunity to adjust their returns to market level.
cap_rent_increases,a5,claim,A cap on rent increases upon tenant change is therefore not to be supported.
allow_shops_to_open_on_holidays_and_sundays,a1,objection,"Owner-run shops may potentially be overwhelmed by additional work times on Sundays and holidays,"
allow_shops_to_open_on_holidays_and_sundays,a2,objection,then again supermarkets and large shopping centres dominate the market today already.
allow_shops_to_open_on_holidays_and_sundays,a3,premise,"Thus smaller shops could benefit from the additional freedom,"
allow_shops_to_open_on_holidays_and_sundays,a4,premise,as customers are on average more laid-back on Sunday.
allow_shops_to_open_on_holidays_and_sundays,a5,claim,Opening on Sundays and holidays would therefore help both customers and shops.
higher_dog_poo_fines,a1,claim,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.
higher_dog_poo_fines,a2,objection,"In individual cases they may indeed act as a deterrent,"
higher_dog_poo_fines,a3,premise,"in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine."
keep_retirement_at_63,a1,claim,I am not of the opinion that the retirement age should be set at 63 years.
keep_retirement_at_63,a2,premise,This would mean that organizations would be lacking a great deal of manpower in the future.
keep_retirement_at_63,a3,premise,The introductory phase of retirement at 63 would also be a particular challenge
keep_retirement_at_63,a4,premise,as upon introduction many current employees of advanced age would immediately be eligible to retire.
keep_retirement_at_63,a5,premise,This is detrimental for Germany as a business location and leaves employers without a transition period.
keep_retirement_at_63,a6,premise,The danger here is that experienced junior staff is not available in sufficient numbers.
TXL_airport_remain_operational_after_BER_opening,a1,premise,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.
TXL_airport_remain_operational_after_BER_opening,a2,premise,For safety reasons alone I find continued operation wrong.
TXL_airport_remain_operational_after_BER_opening,a3,premise,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing."
TXL_airport_remain_operational_after_BER_opening,a4,premise,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.
TXL_airport_remain_operational_after_BER_opening,a5,premise,These areas will be upgraded economically due to these factors (housing health and employment).
TXL_airport_remain_operational_after_BER_opening,a6,claim,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
MISSING_TOPIC,a1,claim,Freddy and I must be siblings.
MISSING_TOPIC,a2,premise,We both have the exact same two moles on our left arm
MISSING_TOPIC,a3,premise,and you only get that with siblings.
MISSING_TOPIC,a4,objection,My parents say this could also be pure coincidence.
MISSING_TOPIC,a5,objection,But that much of a coincidence is simply impossible.
MISSING_TOPIC,a1,claim,Berlin's basketball team has just come out of a sobering season.
MISSING_TOPIC,a2,premise,Especially the home games have seen the team stay behind expectations.
MISSING_TOPIC,a3,claim,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.
MISSING_TOPIC,a4,objection,"Indeed the team ended up third in the league,"
MISSING_TOPIC,a5,objection,but given the cost of the star-players one could've expected more.
MISSING_TOPIC,a1,claim,It was clearly a mistake to include Tom in our football team.
MISSING_TOPIC,a2,premise,"He's just not a team player, and often goes it alone."
MISSING_TOPIC,a3,premise,"Plus he comes to training way too rarely,"
MISSING_TOPIC,a4,objection,although he plays very well without training.
MISSING_TOPIC,a5,premise,But the worst thing is his habit of always complaining to the referee.
MISSING_TOPIC,a1,premise,Anti-virus software protects the users of a computer from dangers from the internet.
MISSING_TOPIC,a2,claim,That's why everyone should have an anti-virus programme on his or her Windows machine.
MISSING_TOPIC,a3,objection,"Admittedly they do not generally prevent you from catching a virus,"
MISSING_TOPIC,a4,premise,since they can only react to publicly known threats.
MISSING_TOPIC,a5,premise,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update."
MISSING_TOPIC,a1,claim,Today I will delete my Facebook account.
MISSING_TOPIC,a2,premise,Not only because I'm constantly astonished about who wants to be my friend.
MISSING_TOPIC,a3,premise,I'm also tired of my data boosting the market value of that corporation.
MISSING_TOPIC,a4,objection,Facebook warns me emphatically that I may lose contact with my friends.
MISSING_TOPIC,a5,objection,And yet now I'll actually have all the more time for them.
MISSING_TOPIC,a1,claim,Peter should close his snack bar as soon as possible.
MISSING_TOPIC,a2,premise,"Pricing pressures are just too high,"
MISSING_TOPIC,a3,premise,and his pool of customers is shrinking constantly.
MISSING_TOPIC,a4,objection,"Of course he could do another big ad campaign,"
MISSING_TOPIC,a5,objection,but that won't do the trick if the whole neighbourhood is going down the drain in the end.
MISSING_TOPIC,a1,claim,The current tour of Tokio Hotel is breaking all records.
MISSING_TOPIC,a2,premise,Never have there been longer queues at the advance ticket offices –
MISSING_TOPIC,a3,claim,in Japan there was one exceeding 3.2km –
MISSING_TOPIC,a4,objection,"aside from, perhaps, during the heyday of Take That."
MISSING_TOPIC,a5,premise,But at times even the online sales outlets haven't been coping with the demand.
MISSING_TOPIC,a1,objection,"Although IBM's numbers haven't been staggering recently,"
MISSING_TOPIC,a2,objection,"and the mood in the stock market could be better on the whole,"
MISSING_TOPIC,a3,claim,you should buy IBM shares if you want to invest.
MISSING_TOPIC,a4,premise,"Because for one thing, their products will still sell in bad times,"
MISSING_TOPIC,a5,premise,"and in addition, such a share is not as sensitive as those of other IT companies."
MISSING_TOPIC,a1,claim,"You should watch less television,"
MISSING_TOPIC,a2,premise,"as too much TV makes you stupid in the long run,"
MISSING_TOPIC,a3,claim,like your brother.
MISSING_TOPIC,a4,objection,"It would be an exception if you only watched quiz shows,"
MISSING_TOPIC,a5,objection,but you tend to watch Big Brother and X-Diaries.
MISSING_TOPIC,a1,claim,In a few decades our society will have a disproportionate number of old people:
MISSING_TOPIC,a2,premise,"the life expectancy is constantly rising,"
MISSING_TOPIC,a3,premise,and at the same time birth rates are declining.
MISSING_TOPIC,a4,objection,"Although having children has become more fashionable again in recent years,"
MISSING_TOPIC,a5,objection,these short-term fluctuations in birth rates don't change the general trend at all.
MISSING_TOPIC,a1,claim,We should go to the Baltic Sea on the weekend.
MISSING_TOPIC,a2,premise,"According to the weather report it'll be perfect beach weather,"
MISSING_TOPIC,a3,premise,"and one mustn't let this go to waste,"
MISSING_TOPIC,a4,objection,even if I do have to prepare a presentation for Tuesday.
MISSING_TOPIC,a5,premise,"Besides, I get to use my folks' big, comfy car."
MISSING_TOPIC,a1,claim,I can only recommend the new smartphone XYZ-123 to everyone.
MISSING_TOPIC,a2,objection,"Of course the camera could be better,"
MISSING_TOPIC,a3,premise,as it only has mediocre resolution
MISSING_TOPIC,a4,premise,and images in dark surroundings are often snowy.
MISSING_TOPIC,a5,objection,But for snap shots that's still enough.
MISSING_TOPIC,a1,premise,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case."
MISSING_TOPIC,a2,premise,When he got back from Ralf's party last night he was still stone-cold sober.
MISSING_TOPIC,a3,claim,Thus one of his ex-girlfriends must have been there.
MISSING_TOPIC,a4,objection,Ralf does insist that they drank advocaat together.
MISSING_TOPIC,a5,objection,But even without an ex-girlfriend he would never touch that.
MISSING_TOPIC,a1,claim,I think Fritz has never been in a fight in his life.
MISSING_TOPIC,a2,objection,"As a boy he did use to scuffle with the other choirboys,"
MISSING_TOPIC,a3,objection,but that hardly counts as a proper brawl.
MISSING_TOPIC,a4,premise,And he always chickens out when things get dicey.
MISSING_TOPIC,a5,claim,"Yesterday, when the bouncer wouldn't let us in, he was suddenly gone."
MISSING_TOPIC,a1,premise,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses."
MISSING_TOPIC,a2,premise,Also the rules of the public transportation services are rarely observed.
MISSING_TOPIC,a3,claim,"This is why we need more police presence in public transport,"
MISSING_TOPIC,a4,objection,even if there are actually designated in-house security forces.
MISSING_TOPIC,a5,premise,Passengers would definitely feel safer then.
MISSING_TOPIC,a1,objection,There are parliamentary elections soon
MISSING_TOPIC,a2,premise,and traditionally the governing party is generous with popular promises in the run-up to federal elections.
MISSING_TOPIC,a3,claim,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year."
MISSING_TOPIC,a4,premise,Voters have become more sceptical.
MISSING_TOPIC,a5,premise,Too many promises have not been kept.
MISSING_TOPIC,a1,premise,Excessive consumption of meat is unhealthy.
MISSING_TOPIC,a2,premise,"Furthermore, the production of meat is comparably resource-intensive."
MISSING_TOPIC,a3,claim,We should thus all limit our consumption of meat rigorously.
MISSING_TOPIC,a4,objection,One could worry that our farmers would then run into economic difficulties.
MISSING_TOPIC,a5,objection,"However, no serious economist has confirmed this prediction to date."
MISSING_TOPIC,a1,premise,Schweinsteiger has now been injured for three days.
MISSING_TOPIC,a2,claim,We urgently need a midfield replacement for the coming match.
MISSING_TOPIC,a3,objection,"The doctor was able to sign him off as fit for play with enough painkillers,"
MISSING_TOPIC,a4,objection,but that would only make the injury worse in the long run.
MISSING_TOPIC,a5,premise,And a young substitute always invigorates the team.
MISSING_TOPIC,a1,premise,"A bank bailout is very, very costly."
MISSING_TOPIC,a2,claim,"For instance, the taxpayer stood in for the failed bank 'Hypo Real Estate' with a three-figure billion amount."
MISSING_TOPIC,a3,claim,That's why we should not allow any additional bank rescues.
MISSING_TOPIC,a4,objection,The politicians are trying to appease us with the fact that actually only a tiny amount of all that money was really spent.
MISSING_TOPIC,a5,objection,But even with that tiny amount you could do a lot of good elsewhere.
MISSING_TOPIC,a1,claim,The prototype of Audi's new sports car has car lovers raving.
MISSING_TOPIC,a2,objection,"The steering system may still need a bit of tweaking,"
MISSING_TOPIC,a3,premise,"as the car jack-knifes at higher speeds,"
MISSING_TOPIC,a4,premise,and surely you'll want to be speeding a lot with that beauty.
MISSING_TOPIC,a5,premise,But aside from that the car caters to pretty much every wish.
MISSING_TOPIC,a1,premise,Energy saving light bulbs contain a significant amount of toxins.
MISSING_TOPIC,a2,claim,A commercially available bulb may contain for example up to five milligrams of mercury.
MISSING_TOPIC,a3,claim,"That's why they should be taken off the market,"
MISSING_TOPIC,a4,objection,unless they're unbreakable.
MISSING_TOPIC,a5,objection,But precisely this is unfortunately not the case.
MISSING_TOPIC,a1,premise,"Large events that stir national or even international attention attract many visitors,"
MISSING_TOPIC,a2,premise,and nothing will get Berlin out of its financial jam more than a lot of spending visitors.
MISSING_TOPIC,a3,claim,Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.
MISSING_TOPIC,a4,objection,"Of course a higher federal subsidy would be even better for Berlin's coffers,"
MISSING_TOPIC,a5,objection,but you shouldn't bother hoping for that.
MISSING_TOPIC,a1,claim,Tomorrow I will skydive for the first time in my life.
MISSING_TOPIC,a2,objection,"Yes, there is a certain risk to life."
MISSING_TOPIC,a3,premise,But I want to experience this incredible moment of freedom that skydivers report time and again.
MISSING_TOPIC,a4,premise,"Besides, Jochen was given a parachute jump the other day as a gift,"
MISSING_TOPIC,a5,premise,and it mustn't be that this wannabe-adventurer has one up on me.
public_broadcasting_fees_on_demand,a1,claim,Not everyone should be obliged to pay the TV & radio licence.
public_broadcasting_fees_on_demand,a2,premise,Particularly the younger generations are no longer dependent on the programming of public broadcasters.
public_broadcasting_fees_on_demand,a3,premise,"US series are preferred over “Tatort”,"
public_broadcasting_fees_on_demand,a4,premise,and online magazines are turned to instead of the “Tagesthemen”.
public_broadcasting_fees_on_demand,a5,objection,The TV & radio licence enables economically independent journalism.
public_broadcasting_fees_on_demand,a6,objection,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them."
charge_tuition_fees,a1,claim,Actually it would be justified if all German universities charged tuition fees.
charge_tuition_fees,a2,premise,"As long as it is ensured that the funds really benefit the universities directly, one can continue to regard this as social justice."
charge_tuition_fees,a3,premise,"Those who study later decide this early on, anyway."
charge_tuition_fees,a4,premise,It's always possible to take out a student loan or to earn a scholarship.
charge_tuition_fees,a5,premise,"To oblige non-academics to finance others' degrees through taxes, however, is not just."
increase_weight_of_BA_thesis_in_final_grade,a1,premise,Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.
increase_weight_of_BA_thesis_in_final_grade,a2,premise,Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.
increase_weight_of_BA_thesis_in_final_grade,a3,claim,Current regulations for the calculation of the total grade should therefore be maintained.
increase_weight_of_BA_thesis_in_final_grade,a4,objection,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.
increase_weight_of_BA_thesis_in_final_grade,a5,objection,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight."
allow_shops_to_open_on_holidays_and_sundays,a1,claim,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.
allow_shops_to_open_on_holidays_and_sundays,a2,objection,This may be a change for the employees that cannot to be implemented easily.
allow_shops_to_open_on_holidays_and_sundays,a3,objection,"However, especially for working customers this would mean greater flexibility and fewer nerve-racking peak times during the week."
allow_shops_to_open_on_holidays_and_sundays,a4,premise,"Considering the growing digitization of society, the traditional model of the weekend will soon be obsolete."
allow_shops_to_open_on_holidays_and_sundays,a5,claim,"Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers."
introduce_capital_punishment,a1,objection,"If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies."
introduce_capital_punishment,a2,objection,"However, a death would not be of any more use to those affected and their relatives than if the felon receives a long sentence."
introduce_capital_punishment,a3,premise,Plus we don't live in medieval times anymore.
introduce_capital_punishment,a4,premise,Handing out capital punishment is unethical.
introduce_capital_punishment,a5,claim,We don't need it.
allow_shops_to_open_on_holidays_and_sundays,a1,claim,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.
allow_shops_to_open_on_holidays_and_sundays,a2,premise,"For in this way, Sunday shopping days would be better spread out through the year."
allow_shops_to_open_on_holidays_and_sundays,a3,premise,Also streets and shops would presumably be emptier
allow_shops_to_open_on_holidays_and_sundays,a4,premise,as not everyone would be open on the same day.
allow_shops_to_open_on_holidays_and_sundays,a5,objection,However then you'd have a worse overview of which shop is open on a given day.
higher_dog_poo_fines,a1,claim,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,"
higher_dog_poo_fines,a2,premise,which in turn would result in generally clean pavements.
higher_dog_poo_fines,a3,objection,"Higher fines may not be ideal, particularly for financially weaker individuals,"
higher_dog_poo_fines,a4,objection,but cleaning up after their dogs does happen to be the obligation of the owners.
introduce_capital_punishment,a1,claim,Germany should by no means introduce capital punishment.
introduce_capital_punishment,a2,premise,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives."
introduce_capital_punishment,a3,premise,Capital punishment would be murder and would have to be punished with the death penalty itself.
introduce_capital_punishment,a4,premise,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on"
introduce_capital_punishment,a5,objection,although they have taken or destroyed another life?
introduce_capital_punishment,a6,objection,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection."
public_broadcasting_fees_on_demand,a1,claim,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming."
public_broadcasting_fees_on_demand,a2,premise,"In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this?"
public_broadcasting_fees_on_demand,a3,premise,"By now you have advertising on all channels,"
public_broadcasting_fees_on_demand,a4,premise,so there's no advantage for the current paying viewers of the public broadcasters.
public_broadcasting_fees_on_demand,a5,objection,Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay.
public_broadcasting_fees_on_demand,a6,objection,"That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway."
cap_rent_increases,a1,objection,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
cap_rent_increases,a2,premise,"they’re very bad however, if the rent suddenly climbs by €100 or €200."
cap_rent_increases,a3,premise,With those kinds of amounts you think twice about whether you really want to stay in the flat.
cap_rent_increases,a4,claim,"If there must be rent increases, there should also be a cap to avoid nasty surprises."
cap_rent_increases,a5,premise,"This helps the landlords,"
cap_rent_increases,a6,premise,"as they can adjust their expenses through the increase,"
cap_rent_increases,a7,premise,"and also the tenants,"
cap_rent_increases,a8,premise,as they can plan for a maximum rent increase.
cap_rent_increases,a9,premise,"That the landlords are then slightly restricted in the administration of their property is not a problem,"
cap_rent_increases,a10,premise,as they have more pull in the end anyway.
charge_tuition_fees,a1,claim,German universities should on no account charge tuition fees.
charge_tuition_fees,a2,premise,This would simply mean that only those people with wealthy parents or a previous education and a part-time job while studying would be able to apply for a degree programme in the first place.
charge_tuition_fees,a3,premise,Even without tuition fees half of the student population has to work while studying and hence has less time for studying or recreation.
charge_tuition_fees,a4,objection,One could argue that an increase in tuition fees would allow institutions to be better equipped.
charge_tuition_fees,a5,objection,But what is the good of a wonderfully outfitted university if it doesn't actually allow the majority of clever people to broaden their horizons with all that great equipment?
allow_shops_to_open_on_holidays_and_sundays,a1,premise,Supermarket employees and people who work in shopping centres also have the right to a Sunday off work.
allow_shops_to_open_on_holidays_and_sundays,a2,premise,"Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper."
allow_shops_to_open_on_holidays_and_sundays,a3,claim,Hence it is good when shops are not open on Sundays and public holidays.
allow_shops_to_open_on_holidays_and_sundays,a4,objection,"People, however, who work during the week and on Saturdays then have a problem: everyone else can shop weekdays, but they can't."
allow_shops_to_open_on_holidays_and_sundays,a5,objection,"For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative."
stricter_regulation_of_intelligence_services,a1,claim,"Intelligence services should be more closely regulated by parliament,"
stricter_regulation_of_intelligence_services,a2,premise,"for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services."
stricter_regulation_of_intelligence_services,a3,premise,Checks could contribute to restricting the so far rather opaque scope of action of individual services.
stricter_regulation_of_intelligence_services,a4,objection,"Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,"
stricter_regulation_of_intelligence_services,a5,premise,as ultimately this decision is in the hands of the respective government leaders.
TXL_airport_remain_operational_after_BER_opening,a1,claim,"BER should be re-conceptualized from scratch,"
TXL_airport_remain_operational_after_BER_opening,a2,objection,even if billions of Euros have already been invested in the existing airport project
TXL_airport_remain_operational_after_BER_opening,a3,objection,and this would delay the date of completion indefinitely.
TXL_airport_remain_operational_after_BER_opening,a4,premise,Both the drawn-out building operations and the mounting safety issues show clear shortcomings in the entire planning.
EU_influence_on_political_events_in_Ukraine,a1,objection,"Despite the severe clashes in Kiev, which at times have threatened to escalate,"
EU_influence_on_political_events_in_Ukraine,a2,claim,the EU should not intervene in local politics.
EU_influence_on_political_events_in_Ukraine,a3,objection,"Although Ukraine is a European country,"
EU_influence_on_political_events_in_Ukraine,a4,objection,"and the Ukrainian opposition is primarily interested in installing a robust democracy,"
EU_influence_on_political_events_in_Ukraine,a5,premise,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.
keep_retirement_at_63,a1,claim,"The implementation of retirement at 63 is no longer socially sustainable,"
keep_retirement_at_63,a2,premise,"as the population in Germany has, viewed demographically, a disproportionate number of old people,"
keep_retirement_at_63,a3,premise,and constantly declining birth rates are being recorded.
keep_retirement_at_63,a4,objection,"Admittedly the number of immigrants is constantly rising in Germany,"
keep_retirement_at_63,a5,objection,"but without sufficient, well-qualified junior employees there is hardly a possibility for adequate pension financing."
allow_shops_to_open_on_holidays_and_sundays,a1,premise,Our society is in danger of overheating due to 'never clocking off'.
allow_shops_to_open_on_holidays_and_sundays,a2,objection,"Even though politicians stress the Christian character of our country,"
allow_shops_to_open_on_holidays_and_sundays,a3,premise,the last 20 years have seen the Sunday off work increasingly sacrificed to commerce.
allow_shops_to_open_on_holidays_and_sundays,a4,premise,"But after all, the purpose of having a day off is not just to make time to go to church."
allow_shops_to_open_on_holidays_and_sundays,a5,premise,Rather it should give people the chance to have a mental break.
allow_shops_to_open_on_holidays_and_sundays,a6,claim,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.
public_broadcasting_fees_on_demand,a1,premise,The thought of television exclusively made up of private channels scares me.
public_broadcasting_fees_on_demand,a2,objection,Admittedly trash and turmoil are exactly what the majority of people want to see.
public_broadcasting_fees_on_demand,a3,objection,But to therefore offer TV according to audience rates only would be dangerous.
public_broadcasting_fees_on_demand,a4,premise,Only in public TV programmes can viewers get information that is not profit-oriented.
public_broadcasting_fees_on_demand,a5,premise,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy,"
public_broadcasting_fees_on_demand,a6,claim,everyone should chip in.
introduce_capital_punishment,a1,premise,Despite the death penalty there are significantly more homicides in the US than in Germany.
introduce_capital_punishment,a2,premise,Fear of punishment hence does not deter murderers.
introduce_capital_punishment,a3,premise,'An eye for an eye' seems to miss the point.
introduce_capital_punishment,a4,claim,The state ought to prevent murder - not avenge it.
introduce_capital_punishment,a5,premise,A re-introduction of capital punishment in Germany would be a step back into the Middle Ages.
cap_rent_increases,a1,premise,'Property entails commitment' is one of the tenets of our social order.
cap_rent_increases,a2,objection,Everyone should be able to get the utmost profit from his or her property.
cap_rent_increases,a3,objection,"A fixing of rent prices according to the market alone, however, will lead to a further division of society."
cap_rent_increases,a4,premise,The rich and poor live in different neighbourhoods.
cap_rent_increases,a5,claim,A constant increase in rent upon a change of tenants hence cannot be desired by society.
allow_shops_to_open_on_holidays_and_sundays,a1,claim,It is quite clear that Sunday should remain a day of rest.
allow_shops_to_open_on_holidays_and_sundays,a2,premise,"For you can go shopping 6 days a week,"
allow_shops_to_open_on_holidays_and_sundays,a3,premise,as shops are open till 10pm on some days.
allow_shops_to_open_on_holidays_and_sundays,a4,premise,"Thus Sundays should remain a day for getting together with family,"
allow_shops_to_open_on_holidays_and_sundays,a5,premise,otherwise there will be a new kind of leisure activity where people spend their time in supermarkets instead of outside or in conversation etc.
allow_shops_to_open_on_holidays_and_sundays,a6,premise,"Furthermore, there's no need to keep shops open on Sundays."
increase_weight_of_BA_thesis_in_final_grade,a1,claim,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it."
increase_weight_of_BA_thesis_in_final_grade,a2,objection,"For a good overall grade opens many doors,"
increase_weight_of_BA_thesis_in_final_grade,a3,objection,but is not of top priority for employers.
increase_weight_of_BA_thesis_in_final_grade,a4,premise,"With a BA dissertation one can, however, demonstrate interests and subject matter expertise particularly well."
increase_weight_of_BA_thesis_in_final_grade,a5,premise,After all one doesn't excel in every subject.
higher_dog_poo_fines,a1,claim,"Dog owners should pay higher fines for dog dirt left on pavements,"
higher_dog_poo_fines,a2,objection,although there aren't enough bins and bag-dispensers for dog dirt.
higher_dog_poo_fines,a3,premise,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.
higher_dog_poo_fines,a4,premise,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all."
higher_dog_poo_fines,a5,premise,"The city, especially the green spaces, should be kept tidy after all,"
higher_dog_poo_fines,a6,premise,for they are there for our recreation.
higher_dog_poo_fines,a7,premise,Besides you're not allowed to leave other rubbish without punishment.
introduce_capital_punishment,a1,objection,"Capital punishment is not a solution,"
introduce_capital_punishment,a2,premise,as it cannot be ruled out that the judicial process may make mistakes.
introduce_capital_punishment,a3,premise,"Criminals should not be put in luxury prisons, though."
introduce_capital_punishment,a4,premise,"After all there are criminals who enjoy 'living' in prison for its decent board, no taxes to be paid, no stress with work."
introduce_capital_punishment,a5,claim,"Still, the state needs the death penalty as a deterrent to horrific crimes."
public_broadcasting_fees_on_demand,a1,claim,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.
public_broadcasting_fees_on_demand,a2,premise,After all there are many people in Germany who pay the fee although they merely use a computer to work.
public_broadcasting_fees_on_demand,a3,premise,"Yet the fees are demanded from everybody who does not apply for a waiver, no matter how many receiver devices actually exist in the household and how they are being used."
public_broadcasting_fees_on_demand,a4,objection,However it is obvious that the license fee officers are not in a position to check the usage of every single device.
over_the_counter_morning_after_pill,a1,claim,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.
over_the_counter_morning_after_pill,a2,objection,"Though there'd be the advantage of forgoing the embarrassment of a visit to the doctor or a nighttime trip to the walk-in clinic,"
over_the_counter_morning_after_pill,a3,objection,women should still be informed about the risks and have a gynaecological examination before taking it.
over_the_counter_morning_after_pill,a4,premise,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.
higher_dog_poo_fines,a1,premise,Pieces of dog poo on the pavements are a real danger.
higher_dog_poo_fines,a2,premise,Time and again children or the elderly slip on them.
higher_dog_poo_fines,a3,objection,"A fine for leaving dog waste behind admittedly seems rather authoritarian,"
higher_dog_poo_fines,a4,objection,"but similar rules are often in place for bicycles on park paths, after all."
higher_dog_poo_fines,a5,claim,Increasing penalties is therefore the right way.
higher_dog_poo_fines,a6,premise,A dog dirt-free city will be more attractive not only for its residents but also for tourists!
