pair_type,soft_score,topic_1,text_1,text_2
different_topic,0.6596813409224801,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,"If there must be rent increases, there should also be a cap to avoid nasty surprises."
different_topic,0.2805933089632737,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,German universities should on no account charge tuition fees.
different_topic,0.5305893570184709,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,Hence it is good when shops are not open on Sundays and public holidays.
different_topic,0.6271746059258779,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,"Intelligence services should be more closely regulated by parliament,"
different_topic,0.3586467995363123,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,"BER should be re-conceptualized from scratch,"
different_topic,0.36360935077947726,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,the EU should not intervene in local politics.
different_topic,0.46160869797070825,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,"The implementation of retirement at 63 is no longer socially sustainable,"
different_topic,0.5739078278894778,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.
different_topic,0.3951775636523962,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,everyone should chip in.
different_topic,0.3090879811960108,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,The state ought to prevent murder - not avenge it.
different_topic,0.4382241666316986,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,A constant increase in rent upon a change of tenants hence cannot be desired by society.
different_topic,0.6027786646570479,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,It is quite clear that Sunday should remain a day of rest.
different_topic,0.4840076681106321,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it."
same_topic,0.5850487780570984,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,"Dog owners should pay higher fines for dog dirt left on pavements,"
different_topic,0.5396699685799448,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,"Still, the state needs the death penalty as a deterrent to horrific crimes."
different_topic,0.427421963463227,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.
different_topic,0.45898042406354633,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.
same_topic,0.5567247346043587,higher_dog_poo_fines,That's why causing such obstacles must to be more urgently punished.,Increasing penalties is therefore the right way.
different_topic,0.4085741729447336,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.
different_topic,0.5605766945763637,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"Alternative treatments should be subsidized in the same way as conventional treatments,"
different_topic,0.4988125038146973,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,For dog dirt left on the pavement dog owners should by all means pay a bit more.
different_topic,0.37868845270526025,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"A simply designed practical outfit would even out the overall visual image of a school, and direct attention towards the character and achievements of the students - and not their buying power."
different_topic,0.4723320477887204,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Health insurance companies should naturally cover alternative medical treatments.
different_topic,0.40466641820967203,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc."
different_topic,0.45835025473074475,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"Well, I as an employee find it very practical to be able to shop at least on weekends."
different_topic,0.43726161453458995,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,It would therefore be wise to adjust the required effort for final theses accordingly.
different_topic,0.37540672807132497,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Rent prices should be limited by a cap when there's a change of tenant.
different_topic,0.5777921080589294,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.
different_topic,0.4217683308654361,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Tax data that are not made available for free should therefore not be acquired by the state.
different_topic,0.6323781329042771,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,computer games should also not be recognized as Olympic events.
different_topic,0.3977083428762853,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Tuition fees should not be charged in Germany.
different_topic,0.4432328939437866,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"No, the retirement age should be raised to 65 again."
different_topic,0.5634184694952435,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,That's why Germany should not introduce capital punishment!
different_topic,0.43909850007011786,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.
different_topic,0.4542738551443273,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,A reduction in the amount of chemically produced medication per person is most certainly desirable.
different_topic,0.6010700179182964,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
different_topic,0.3772491534550985,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,The death penalty should be abandoned everywhere.
different_topic,0.4567046945914626,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,The universities in Germany should not under any circumstances charge tuition fees.
different_topic,0.418123220619948,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,The TV/radio licence fee can only be required of all citizens/households equally.
different_topic,0.3365000057965517,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,School uniforms should not be worn in our schools.
different_topic,0.51065184838242,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"One should not re-introduce capital punishment in Germany,"
different_topic,0.504026435315609,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,There should be a higher fine for dog dirt on the pavement.
different_topic,0.5147439214316281,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,"
different_topic,0.34861099347472196,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Tuition fees should not generally be charged by universities.
different_topic,0.5852340459823608,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.
different_topic,0.4750315476866329,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Video games ought to be included in the ranks of Olympic events.
different_topic,0.6179248809814453,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"including planning abilities, reaction time, and reasoning to name but a few."
same_topic,0.4354980066418648,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,The morning-after pill ought to be available over-the-counter in pharmacies.
different_topic,0.420069414026597,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,School uniforms should be introduced in our schools again.
different_topic,0.4697371909492894,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,The EU should exert influence on the political events in Ukraine.
different_topic,0.5334867537021637,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,There should be much higher fines for dog dirt left on pavements.
different_topic,0.41759673167358746,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Secret services must be more tightly regulated in order to prevent excessive surveillance.
same_topic,0.46361638555924095,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,dispensing it without medical advice would be inappropriate.
same_topic,0.3663593637091773,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
different_topic,0.4734438988897536,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.
different_topic,0.5099836814971198,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Acquiring CDs with tax data of tax delinquents is therefore out of the question.
different_topic,0.43381713032722474,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
same_topic,0.46322761476039886,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
different_topic,0.4874555745886432,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Therefore universities should not charge tuition fees in Germany.
different_topic,0.5582147017121314,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Due to the many random factors the bachelor thesis should not play a bigger role.
different_topic,0.3954116106033325,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.
different_topic,0.4644935194935117,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.
different_topic,0.4460420323454816,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,the statutory retirement age should in the future not remain at 63 years.
different_topic,0.5887931698844547,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,That's why the statutory health insurance companies should not cover such treatments.
different_topic,0.44439625519293324,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction."
same_topic,0.41506892221945313,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.
different_topic,0.5418218029115129,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,the EU should intervene right away.
different_topic,0.46517321467399597,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63."
different_topic,0.4642039388418198,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,It would be fair to make them into an Olympic event.
different_topic,0.4244920093080272,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,A cap on rent increases upon tenant change is therefore not to be supported.
different_topic,0.5180165910202524,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Opening on Sundays and holidays would therefore help both customers and shops.
different_topic,0.4043344060579936,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.
different_topic,0.3923499767668545,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,I am not of the opinion that the retirement age should be set at 63 years.
different_topic,0.5293060660362243,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
different_topic,0.4910224527120591,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Not everyone should be obliged to pay the TV & radio licence.
different_topic,0.4761024123057723,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Actually it would be justified if all German universities charged tuition fees.
different_topic,0.4551878041691251,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Current regulations for the calculation of the total grade should therefore be maintained.
different_topic,0.4398468899726868,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.
different_topic,0.41572762231032057,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers."
different_topic,0.38478595476884103,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,We don't need it.
different_topic,0.4229297018968142,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.
different_topic,0.450234399901496,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,"
different_topic,0.45992337566401276,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Germany should by no means introduce capital punishment.
different_topic,0.5267612767219544,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming."
different_topic,0.5007222538644618,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"If there must be rent increases, there should also be a cap to avoid nasty surprises."
different_topic,0.4088231105771329,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,German universities should on no account charge tuition fees.
different_topic,0.5103892209854993,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Hence it is good when shops are not open on Sundays and public holidays.
different_topic,0.5058421155680781,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"Intelligence services should be more closely regulated by parliament,"
different_topic,0.4348543230444193,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"BER should be re-conceptualized from scratch,"
different_topic,0.4815474785864352,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,the EU should not intervene in local politics.
different_topic,0.39063384999399603,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"The implementation of retirement at 63 is no longer socially sustainable,"
different_topic,0.5160237630972496,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.
different_topic,0.31405841012795765,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,everyone should chip in.
different_topic,0.3795369528234005,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,The state ought to prevent murder - not avenge it.
different_topic,0.41371763348579405,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,A constant increase in rent upon a change of tenants hence cannot be desired by society.
different_topic,0.5712711592204869,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,It is quite clear that Sunday should remain a day of rest.
different_topic,0.4052204012870789,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it."
different_topic,0.51276812205712,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"Dog owners should pay higher fines for dog dirt left on pavements,"
different_topic,0.45871766408284503,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,"Still, the state needs the death penalty as a deterrent to horrific crimes."
different_topic,0.49352058897847717,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.
same_topic,0.4911487610251815,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.
different_topic,0.4541988531748454,over_the_counter_morning_after_pill,That's why a visit to the doctor and professional advice should remain mandatory.,Increasing penalties is therefore the right way.
different_topic,0.37213270738720894,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"Alternative treatments should be subsidized in the same way as conventional treatments,"
different_topic,0.5688746908777638,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,For dog dirt left on the pavement dog owners should by all means pay a bit more.
different_topic,0.4604067633097822,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"A simply designed practical outfit would even out the overall visual image of a school, and direct attention towards the character and achievements of the students - and not their buying power."
different_topic,0.2857993599027395,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Health insurance companies should naturally cover alternative medical treatments.
different_topic,0.5583860006597308,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc."
different_topic,0.42225263629640847,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"Well, I as an employee find it very practical to be able to shop at least on weekends."
different_topic,0.30535674287426856,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,It would therefore be wise to adjust the required effort for final theses accordingly.
same_topic,0.3332471450169881,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Rent prices should be limited by a cap when there's a change of tenant.
different_topic,0.3554155573700414,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.
different_topic,0.2685790600315217,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Tax data that are not made available for free should therefore not be acquired by the state.
different_topic,0.3312764604886373,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,computer games should also not be recognized as Olympic events.
different_topic,0.22475000496568354,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Tuition fees should not be charged in Germany.
different_topic,0.4953886320193609,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"No, the retirement age should be raised to 65 again."
different_topic,0.3422984192448278,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,That's why Germany should not introduce capital punishment!
same_topic,0.529316122041029,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.
different_topic,0.5032845752579825,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,A reduction in the amount of chemically produced medication per person is most certainly desirable.
different_topic,0.4137989977995555,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
different_topic,0.17988510855606624,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,The death penalty should be abandoned everywhere.
different_topic,0.3499403036001957,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,The universities in Germany should not under any circumstances charge tuition fees.
different_topic,0.4504750797318087,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,The TV/radio licence fee can only be required of all citizens/households equally.
different_topic,0.2196112480656854,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,School uniforms should not be worn in our schools.
different_topic,0.31796069875840216,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"One should not re-introduce capital punishment in Germany,"
different_topic,0.46806073550022015,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,There should be a higher fine for dog dirt on the pavement.
different_topic,0.39973416669028144,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,"
different_topic,0.1990641006107988,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Tuition fees should not generally be charged by universities.
different_topic,0.433965727686882,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.
different_topic,0.2912405252456665,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Video games ought to be included in the ranks of Olympic events.
different_topic,0.39690799062902277,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"including planning abilities, reaction time, and reasoning to name but a few."
different_topic,0.41758450704651906,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,The morning-after pill ought to be available over-the-counter in pharmacies.
different_topic,0.27876714468002317,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,School uniforms should be introduced in our schools again.
different_topic,0.33533255010843277,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,The EU should exert influence on the political events in Ukraine.
different_topic,0.5112740618841989,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,There should be much higher fines for dog dirt left on pavements.
different_topic,0.45690900683403013,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Secret services must be more tightly regulated in order to prevent excessive surveillance.
different_topic,0.2023969122341701,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,dispensing it without medical advice would be inappropriate.
different_topic,0.498993308078952,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
different_topic,0.5637619234621524,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.
different_topic,0.40880445873036103,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Acquiring CDs with tax data of tax delinquents is therefore out of the question.
different_topic,0.34404896786718653,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
different_topic,0.42748767298621104,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
different_topic,0.293654320701476,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Therefore universities should not charge tuition fees in Germany.
different_topic,0.5237439935271805,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Due to the many random factors the bachelor thesis should not play a bigger role.
different_topic,0.3677506573272474,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.
different_topic,0.5323744641571511,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.
different_topic,0.5393443107604982,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,the statutory retirement age should in the future not remain at 63 years.
different_topic,0.4349989785867579,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,That's why the statutory health insurance companies should not cover such treatments.
different_topic,0.5147186249494553,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction."
different_topic,0.47760694697499273,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.
different_topic,0.3232332626978557,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,the EU should intervene right away.
different_topic,0.5400897692411374,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63."
different_topic,0.31203510432407766,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,It would be fair to make them into an Olympic event.
same_topic,0.5333525621228749,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,A cap on rent increases upon tenant change is therefore not to be supported.
different_topic,0.4603645983669493,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Opening on Sundays and holidays would therefore help both customers and shops.
different_topic,0.5443670843229738,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.
different_topic,0.38590860547441425,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,I am not of the opinion that the retirement age should be set at 63 years.
different_topic,0.35904464215943305,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
different_topic,0.31921813757188855,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Not everyone should be obliged to pay the TV & radio licence.
different_topic,0.38392519228386157,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Actually it would be justified if all German universities charged tuition fees.
different_topic,0.31103594264676493,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Current regulations for the calculation of the total grade should therefore be maintained.
different_topic,0.4780739279169785,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.
different_topic,0.5096300715623899,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers."
different_topic,0.15267818707686204,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,We don't need it.
different_topic,0.4897527679418907,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.
different_topic,0.5906839109957218,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,"
different_topic,0.4594649409546571,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Germany should by no means introduce capital punishment.
different_topic,0.5514040267781207,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming."
same_topic,0.5142368759427751,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"If there must be rent increases, there should also be a cap to avoid nasty surprises."
different_topic,0.26123330093199204,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,German universities should on no account charge tuition fees.
different_topic,0.43984914422035226,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Hence it is good when shops are not open on Sundays and public holidays.
different_topic,0.5108129547701941,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"Intelligence services should be more closely regulated by parliament,"
different_topic,0.24031381360415752,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"BER should be re-conceptualized from scratch,"
different_topic,0.21839409244471583,cap_rent_increases,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,the EU should not intervene in local politics.
