topic,arg_A,arg_B,text_A,text_B,type_A,type_B,sbert_score
MISSING_TOPIC,a4,a2,and images in dark surroundings are often snowy.,A commercially available bulb may contain for example up to five milligrams of mercury.,premise,claim,0.0464
MISSING_TOPIC,a1,a2,Freddy and I must be siblings.,"the life expectancy is constantly rising,",claim,premise,0.0463
MISSING_TOPIC,a2,a4,"He's just not a team player, and often goes it alone.","aside from, perhaps, during the heyday of Take That.",premise,objection,0.0463
MISSING_TOPIC,a5,a1,but you tend to watch Big Brother and X-Diaries.,Energy saving light bulbs contain a significant amount of toxins.,objection,premise,0.0463
MISSING_TOPIC,a1,a5,Berlin's basketball team has just come out of a sobering season.,"Besides, I get to use my folks' big, comfy car.",claim,premise,0.0462
MISSING_TOPIC,a1,a1,Today I will delete my Facebook account.,The prototype of Audi's new sports car has car lovers raving.,claim,claim,0.0462
MISSING_TOPIC,a2,a5,"Pricing pressures are just too high,",but you tend to watch Big Brother and X-Diaries.,premise,objection,0.0461
MISSING_TOPIC,a2,a5,Never have there been longer queues at the advance ticket offices –,"However, no serious economist has confirmed this prediction to date.",premise,objection,0.0461
MISSING_TOPIC,a2,a3,and traditionally the governing party is generous with popular promises in the run-up to federal elections.,We should thus all limit our consumption of meat rigorously.,premise,claim,0.0461
MISSING_TOPIC,a4,a4,although he plays very well without training.,since they can only react to publicly known threats.,objection,premise,0.046
MISSING_TOPIC,a5,a2,but you tend to watch Big Brother and X-Diaries.,and traditionally the governing party is generous with popular promises in the run-up to federal elections.,objection,premise,0.046
MISSING_TOPIC,a4,a4,"Although having children has become more fashionable again in recent years,",but that would only make the injury worse in the long run.,objection,objection,0.046
MISSING_TOPIC,a1,a3,I think Fritz has never been in a fight in his life.,"That's why they should be taken off the market,",claim,claim,0.046
MISSING_TOPIC,a3,a1,"Plus he comes to training way too rarely,",There are parliamentary elections soon,premise,objection,0.0459
MISSING_TOPIC,a3,a5,you should buy IBM shares if you want to invest.,Too many promises have not been kept.,claim,premise,0.0459
MISSING_TOPIC,a4,a1,although he plays very well without training.,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.",objection,premise,0.0458
MISSING_TOPIC,a1,a5,The current tour of Tokio Hotel is breaking all records.,"Besides, I get to use my folks' big, comfy car.",claim,premise,0.0458
MISSING_TOPIC,a2,a3,Never have there been longer queues at the advance ticket offices –,you should buy IBM shares if you want to invest.,premise,claim,0.0458
MISSING_TOPIC,a2,a4,"the life expectancy is constantly rising,","Besides, Jochen was given a parachute jump the other day as a gift,",premise,premise,0.0458
MISSING_TOPIC,a3,a2,Thus one of his ex-girlfriends must have been there.,"For instance, the taxpayer stood in for the failed bank 'Hypo Real Estate' with a three-figure billion amount.",claim,claim,0.0458
MISSING_TOPIC,a2,a5,"He's just not a team player, and often goes it alone.","However, no serious economist has confirmed this prediction to date.",premise,objection,0.0457
MISSING_TOPIC,a5,a3,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.",Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.,premise,claim,0.0457
MISSING_TOPIC,a5,a2,But for snap shots that's still enough.,"The steering system may still need a bit of tweaking,",objection,objection,0.0457
MISSING_TOPIC,a5,a1,And a young substitute always invigorates the team.,Energy saving light bulbs contain a significant amount of toxins.,premise,premise,0.0457
MISSING_TOPIC,a4,a5,"Indeed the team ended up third in the league,",But at times even the online sales outlets haven't been coping with the demand.,objection,premise,0.0456
MISSING_TOPIC,a4,a4,"Indeed the team ended up third in the league,",unless they're unbreakable.,objection,objection,0.0456
MISSING_TOPIC,a4,a5,although he plays very well without training.,Too many promises have not been kept.,objection,premise,0.0456
MISSING_TOPIC,a2,a5,"Pricing pressures are just too high,",but that won't do the trick if the whole neighbourhood is going down the drain in the end.,premise,objection,0.0456
MISSING_TOPIC,a3,a1,as it only has mediocre resolution,"Large events that stir national or even international attention attract many visitors,",premise,premise,0.0456
MISSING_TOPIC,a5,a4,but that won't do the trick if the whole neighbourhood is going down the drain in the end.,Ralf does insist that they drank advocaat together.,objection,objection,0.0455
MISSING_TOPIC,a5,a5,these short-term fluctuations in birth rates don't change the general trend at all.,Passengers would definitely feel safer then.,objection,premise,0.0455
MISSING_TOPIC,a5,a2,But for snap shots that's still enough.,Also the rules of the public transportation services are rarely observed.,objection,premise,0.0455
MISSING_TOPIC,a5,a5,these short-term fluctuations in birth rates don't change the general trend at all.,But even with that tiny amount you could do a lot of good elsewhere.,objection,objection,0.0454
MISSING_TOPIC,a3,a2,"and one mustn't let this go to waste,","For instance, the taxpayer stood in for the failed bank 'Hypo Real Estate' with a three-figure billion amount.",premise,claim,0.0454
MISSING_TOPIC,a4,a3,even if I do have to prepare a presentation for Tuesday.,"as the car jack-knifes at higher speeds,",objection,premise,0.0454
MISSING_TOPIC,a1,a4,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.",and surely you'll want to be speeding a lot with that beauty.,premise,premise,0.0454
MISSING_TOPIC,a1,a4,I think Fritz has never been in a fight in his life.,"Of course a higher federal subsidy would be even better for Berlin's coffers,",claim,objection,0.0454
MISSING_TOPIC,a4,a2,My parents say this could also be pure coincidence.,and nothing will get Berlin out of its financial jam more than a lot of spending visitors.,objection,premise,0.0453
MISSING_TOPIC,a1,a5,Berlin's basketball team has just come out of a sobering season.,But even without an ex-girlfriend he would never touch that.,claim,objection,0.0453
MISSING_TOPIC,a3,a5,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.,Too many promises have not been kept.,claim,premise,0.0453
MISSING_TOPIC,a3,a3,and his pool of customers is shrinking constantly.,But I want to experience this incredible moment of freedom that skydivers report time and again.,premise,premise,0.0453
MISSING_TOPIC,a1,a3,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.","That's why they should be taken off the market,",premise,claim,0.0453
MISSING_TOPIC,a3,a1,We should thus all limit our consumption of meat rigorously.,The prototype of Audi's new sports car has car lovers raving.,claim,claim,0.0453
MISSING_TOPIC,a1,a2,Freddy and I must be siblings.,Especially the home games have seen the team stay behind expectations.,claim,premise,0.0452
MISSING_TOPIC,a1,a4,Freddy and I must be siblings.,and surely you'll want to be speeding a lot with that beauty.,claim,premise,0.0452
MISSING_TOPIC,a3,a1,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.,Peter should close his snack bar as soon as possible.,claim,claim,0.0452
MISSING_TOPIC,a5,a4,but that won't do the trick if the whole neighbourhood is going down the drain in the end.,even if I do have to prepare a presentation for Tuesday.,objection,objection,0.0452
MISSING_TOPIC,a3,a4,you should buy IBM shares if you want to invest.,and surely you'll want to be speeding a lot with that beauty.,claim,premise,0.0452
MISSING_TOPIC,a5,a1,"and in addition, such a share is not as sensitive as those of other IT companies.",In a few decades our society will have a disproportionate number of old people:,premise,claim,0.0452
MISSING_TOPIC,a1,a1,We should go to the Baltic Sea on the weekend.,I think Fritz has never been in a fight in his life.,claim,claim,0.0452
MISSING_TOPIC,a4,a4,"Although having children has become more fashionable again in recent years,",And he always chickens out when things get dicey.,objection,premise,0.0451
MISSING_TOPIC,a5,a2,But for snap shots that's still enough.,"As a boy he did use to scuffle with the other choirboys,",objection,objection,0.0451
MISSING_TOPIC,a2,a2,"He's just not a team player, and often goes it alone.","Pricing pressures are just too high,",premise,premise,0.045
MISSING_TOPIC,a5,a2,But the worst thing is his habit of always complaining to the referee.,That's why everyone should have an anti-virus programme on his or her Windows machine.,premise,claim,0.045
MISSING_TOPIC,a5,a2,But the worst thing is his habit of always complaining to the referee.,"and the mood in the stock market could be better on the whole,",premise,objection,0.045
MISSING_TOPIC,a4,a2,"It would be an exception if you only watched quiz shows,",A commercially available bulb may contain for example up to five milligrams of mercury.,objection,claim,0.045
MISSING_TOPIC,a4,a1,"Although having children has become more fashionable again in recent years,",Tomorrow I will skydive for the first time in my life.,objection,claim,0.045
MISSING_TOPIC,a3,a1,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.,In a few decades our society will have a disproportionate number of old people:,claim,claim,0.0449
MISSING_TOPIC,a4,a3,although he plays very well without training.,you should buy IBM shares if you want to invest.,objection,claim,0.0449
MISSING_TOPIC,a1,a5,The current tour of Tokio Hotel is breaking all records.,and it mustn't be that this wannabe-adventurer has one up on me.,claim,premise,0.0449
MISSING_TOPIC,a4,a5,even if I do have to prepare a presentation for Tuesday.,But even without an ex-girlfriend he would never touch that.,objection,objection,0.0449
MISSING_TOPIC,a1,a3,Freddy and I must be siblings.,but that hardly counts as a proper brawl.,claim,objection,0.0448
MISSING_TOPIC,a4,a3,My parents say this could also be pure coincidence.,in Japan there was one exceeding 3.2km –,objection,claim,0.0448
MISSING_TOPIC,a2,a1,Especially the home games have seen the team stay behind expectations.,Anti-virus software protects the users of a computer from dangers from the internet.,premise,premise,0.0448
MISSING_TOPIC,a3,a4,"Admittedly they do not generally prevent you from catching a virus,",The politicians are trying to appease us with the fact that actually only a tiny amount of all that money was really spent.,objection,objection,0.0448
MISSING_TOPIC,a1,a3,I can only recommend the new smartphone XYZ-123 to everyone.,That's why we should not allow any additional bank rescues.,claim,claim,0.0448
MISSING_TOPIC,a1,a4,Peter should close his snack bar as soon as possible.,The politicians are trying to appease us with the fact that actually only a tiny amount of all that money was really spent.,claim,objection,0.0447
MISSING_TOPIC,a1,a3,The current tour of Tokio Hotel is breaking all records.,"as the car jack-knifes at higher speeds,",claim,premise,0.0447
MISSING_TOPIC,a5,a1,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.",There are parliamentary elections soon,premise,objection,0.0446
MISSING_TOPIC,a1,a1,Today I will delete my Facebook account.,The current tour of Tokio Hotel is breaking all records.,claim,claim,0.0446
MISSING_TOPIC,a2,a5,"According to the weather report it'll be perfect beach weather,",But for snap shots that's still enough.,premise,objection,0.0446
MISSING_TOPIC,a4,a3,even if I do have to prepare a presentation for Tuesday.,That's why we should not allow any additional bank rescues.,objection,claim,0.0446
MISSING_TOPIC,a2,a3,We both have the exact same two moles on our left arm,"Plus he comes to training way too rarely,",premise,premise,0.0445
MISSING_TOPIC,a5,a4,but given the cost of the star-players one could've expected more.,even if there are actually designated in-house security forces.,objection,objection,0.0445
MISSING_TOPIC,a3,a1,in Japan there was one exceeding 3.2km –,"A bank bailout is very, very costly.",claim,premise,0.0445
MISSING_TOPIC,a5,a2,these short-term fluctuations in birth rates don't change the general trend at all.,"Furthermore, the production of meat is comparably resource-intensive.",objection,premise,0.0445
MISSING_TOPIC,a1,a4,Berlin's basketball team has just come out of a sobering season.,even if I do have to prepare a presentation for Tuesday.,claim,objection,0.0444
MISSING_TOPIC,a1,a4,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.",The politicians are trying to appease us with the fact that actually only a tiny amount of all that money was really spent.,premise,objection,0.0444
MISSING_TOPIC,a1,a1,It was clearly a mistake to include Tom in our football team.,"A bank bailout is very, very costly.",claim,premise,0.0443
MISSING_TOPIC,a1,a4,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.",even if there are actually designated in-house security forces.,premise,objection,0.0443
MISSING_TOPIC,a1,a1,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.","A bank bailout is very, very costly.",premise,premise,0.0443
MISSING_TOPIC,a2,a1,Never have there been longer queues at the advance ticket offices –,"You should watch less television,",premise,claim,0.0442
MISSING_TOPIC,a3,a4,like your brother.,The politicians are trying to appease us with the fact that actually only a tiny amount of all that money was really spent.,claim,objection,0.0442
MISSING_TOPIC,a2,a2,"According to the weather report it'll be perfect beach weather,","Yes, there is a certain risk to life.",premise,objection,0.0442
MISSING_TOPIC,a2,a4,Never have there been longer queues at the advance ticket offices –,"Although having children has become more fashionable again in recent years,",premise,objection,0.0441
MISSING_TOPIC,a2,a5,"and the mood in the stock market could be better on the whole,",But even without an ex-girlfriend he would never touch that.,objection,objection,0.0441
MISSING_TOPIC,a3,a3,"Plus he comes to training way too rarely,",I'm also tired of my data boosting the market value of that corporation.,premise,premise,0.0439
MISSING_TOPIC,a2,a5,"as too much TV makes you stupid in the long run,",But even without an ex-girlfriend he would never touch that.,premise,objection,0.0439
MISSING_TOPIC,a5,a3,"and in addition, such a share is not as sensitive as those of other IT companies.","Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year.",premise,claim,0.0437
MISSING_TOPIC,a5,a3,but you tend to watch Big Brother and X-Diaries.,"This is why we need more police presence in public transport,",objection,claim,0.0437
MISSING_TOPIC,a1,a2,In a few decades our society will have a disproportionate number of old people:,"Of course the camera could be better,",claim,objection,0.0437
MISSING_TOPIC,a1,a4,Berlin's basketball team has just come out of a sobering season.,even if there are actually designated in-house security forces.,claim,objection,0.0436
MISSING_TOPIC,a4,a2,"Indeed the team ended up third in the league,",and traditionally the governing party is generous with popular promises in the run-up to federal elections.,objection,premise,0.0436
MISSING_TOPIC,a1,a4,Today I will delete my Facebook account.,"Of course a higher federal subsidy would be even better for Berlin's coffers,",claim,objection,0.0436
MISSING_TOPIC,a5,a5,but you tend to watch Big Brother and X-Diaries.,Passengers would definitely feel safer then.,objection,premise,0.0436
MISSING_TOPIC,a1,a2,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.","The steering system may still need a bit of tweaking,",premise,objection,0.0436
MISSING_TOPIC,a5,a5,But the worst thing is his habit of always complaining to the referee.,But at times even the online sales outlets haven't been coping with the demand.,premise,premise,0.0435
MISSING_TOPIC,a5,a1,And yet now I'll actually have all the more time for them.,Schweinsteiger has now been injured for three days.,objection,premise,0.0435
MISSING_TOPIC,a1,a2,It was clearly a mistake to include Tom in our football team.,Also the rules of the public transportation services are rarely observed.,claim,premise,0.0434
MISSING_TOPIC,a2,a1,"He's just not a team player, and often goes it alone.",Peter should close his snack bar as soon as possible.,premise,claim,0.0434
MISSING_TOPIC,a3,a5,"Plus he comes to training way too rarely,",Passengers would definitely feel safer then.,premise,premise,0.0433
MISSING_TOPIC,a2,a1,Not only because I'm constantly astonished about who wants to be my friend.,The prototype of Audi's new sports car has car lovers raving.,premise,claim,0.0433
MISSING_TOPIC,a5,a3,but that won't do the trick if the whole neighbourhood is going down the drain in the end.,but that hardly counts as a proper brawl.,objection,objection,0.0433
MISSING_TOPIC,a4,a2,"It would be an exception if you only watched quiz shows,",When he got back from Ralf's party last night he was still stone-cold sober.,objection,premise,0.0433
MISSING_TOPIC,a1,a4,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.",and surely you'll want to be speeding a lot with that beauty.,premise,premise,0.0433
MISSING_TOPIC,a1,a1,Berlin's basketball team has just come out of a sobering season.,Tomorrow I will skydive for the first time in my life.,claim,claim,0.0432
MISSING_TOPIC,a1,a4,Peter should close his snack bar as soon as possible.,and images in dark surroundings are often snowy.,claim,premise,0.0432
MISSING_TOPIC,a3,a2,and his pool of customers is shrinking constantly.,"According to the weather report it'll be perfect beach weather,",premise,premise,0.0432
MISSING_TOPIC,a1,a5,"Although IBM's numbers haven't been staggering recently,",But aside from that the car caters to pretty much every wish.,objection,premise,0.0432
MISSING_TOPIC,a5,a5,"and in addition, such a share is not as sensitive as those of other IT companies.",but you shouldn't bother hoping for that.,premise,objection,0.0432
MISSING_TOPIC,a1,a4,It was clearly a mistake to include Tom in our football team.,"Although having children has become more fashionable again in recent years,",claim,objection,0.0431
MISSING_TOPIC,a1,a5,Anti-virus software protects the users of a computer from dangers from the internet.,and it mustn't be that this wannabe-adventurer has one up on me.,premise,premise,0.0431
MISSING_TOPIC,a1,a4,Today I will delete my Facebook account.,"Of course he could do another big ad campaign,",claim,objection,0.0431
MISSING_TOPIC,a2,a4,and traditionally the governing party is generous with popular promises in the run-up to federal elections.,but that would only make the injury worse in the long run.,premise,objection,0.0431
MISSING_TOPIC,a2,a4,Never have there been longer queues at the advance ticket offices –,And he always chickens out when things get dicey.,premise,premise,0.043
MISSING_TOPIC,a5,a3,these short-term fluctuations in birth rates don't change the general trend at all.,"This is why we need more police presence in public transport,",objection,claim,0.043
MISSING_TOPIC,a1,a3,I can only recommend the new smartphone XYZ-123 to everyone.,Thus one of his ex-girlfriends must have been there.,claim,claim,0.043
MISSING_TOPIC,a2,a1,When he got back from Ralf's party last night he was still stone-cold sober.,There are parliamentary elections soon,premise,objection,0.043
MISSING_TOPIC,a2,a3,"as too much TV makes you stupid in the long run,",Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.,premise,claim,0.0429
MISSING_TOPIC,a1,a5,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.",But even with that tiny amount you could do a lot of good elsewhere.,premise,objection,0.0429
MISSING_TOPIC,a2,a3,We urgently need a midfield replacement for the coming match.,That's why we should not allow any additional bank rescues.,claim,claim,0.0429
MISSING_TOPIC,a2,a5,"According to the weather report it'll be perfect beach weather,","Besides, I get to use my folks' big, comfy car.",premise,premise,0.0428
MISSING_TOPIC,a2,a3,We both have the exact same two moles on our left arm,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year.",premise,claim,0.0427
MISSING_TOPIC,a5,a3,but that won't do the trick if the whole neighbourhood is going down the drain in the end.,"The doctor was able to sign him off as fit for play with enough painkillers,",objection,objection,0.0427
MISSING_TOPIC,a3,a4,in Japan there was one exceeding 3.2km –,"Of course a higher federal subsidy would be even better for Berlin's coffers,",claim,objection,0.0427
MISSING_TOPIC,a1,a1,"You should watch less television,","Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.",claim,premise,0.0427
MISSING_TOPIC,a1,a4,Anti-virus software protects the users of a computer from dangers from the internet.,"Besides, Jochen was given a parachute jump the other day as a gift,",premise,premise,0.0426
MISSING_TOPIC,a2,a3,Never have there been longer queues at the advance ticket offices –,"and one mustn't let this go to waste,",premise,premise,0.0425
MISSING_TOPIC,a3,a4,"and one mustn't let this go to waste,",even if there are actually designated in-house security forces.,premise,objection,0.0425
MISSING_TOPIC,a4,a4,Facebook warns me emphatically that I may lose contact with my friends.,but that would only make the injury worse in the long run.,objection,objection,0.0424
MISSING_TOPIC,a3,a3,"Admittedly they do not generally prevent you from catching a virus,",like your brother.,objection,claim,0.0423
MISSING_TOPIC,a2,a3,"According to the weather report it'll be perfect beach weather,","That's why they should be taken off the market,",premise,claim,0.0423
MISSING_TOPIC,a5,a5,"However, no serious economist has confirmed this prediction to date.",But aside from that the car caters to pretty much every wish.,objection,premise,0.0423
MISSING_TOPIC,a4,a4,Voters have become more sceptical.,"Besides, Jochen was given a parachute jump the other day as a gift,",premise,premise,0.0422
MISSING_TOPIC,a1,a4,Energy saving light bulbs contain a significant amount of toxins.,"Of course a higher federal subsidy would be even better for Berlin's coffers,",premise,objection,0.0422
MISSING_TOPIC,a2,a2,We both have the exact same two moles on our left arm,"As a boy he did use to scuffle with the other choirboys,",premise,objection,0.0421
MISSING_TOPIC,a4,a3,Voters have become more sceptical.,We should thus all limit our consumption of meat rigorously.,premise,claim,0.0421
MISSING_TOPIC,a2,a2,"Furthermore, the production of meat is comparably resource-intensive.",A commercially available bulb may contain for example up to five milligrams of mercury.,premise,claim,0.0421
MISSING_TOPIC,a2,a5,We both have the exact same two moles on our left arm,And a young substitute always invigorates the team.,premise,premise,0.042
MISSING_TOPIC,a4,a1,My parents say this could also be pure coincidence.,Today I will delete my Facebook account.,objection,claim,0.0419
MISSING_TOPIC,a5,a2,But that much of a coincidence is simply impossible.,Never have there been longer queues at the advance ticket offices –,objection,premise,0.0419
MISSING_TOPIC,a2,a2,Not only because I'm constantly astonished about who wants to be my friend.,When he got back from Ralf's party last night he was still stone-cold sober.,premise,premise,0.0419
MISSING_TOPIC,a5,a5,But at times even the online sales outlets haven't been coping with the demand.,"Yesterday, when the bouncer wouldn't let us in, he was suddenly gone.",premise,claim,0.0419
MISSING_TOPIC,a5,a1,these short-term fluctuations in birth rates don't change the general trend at all.,I can only recommend the new smartphone XYZ-123 to everyone.,objection,claim,0.0419
MISSING_TOPIC,a2,a5,"Yes, there is a certain risk to life.",and it mustn't be that this wannabe-adventurer has one up on me.,objection,premise,0.0419
MISSING_TOPIC,a4,a4,even if I do have to prepare a presentation for Tuesday.,"Of course a higher federal subsidy would be even better for Berlin's coffers,",objection,objection,0.0418
MISSING_TOPIC,a2,a2,We both have the exact same two moles on our left arm,When he got back from Ralf's party last night he was still stone-cold sober.,premise,premise,0.0417
MISSING_TOPIC,a4,a3,"Indeed the team ended up third in the league,","Admittedly they do not generally prevent you from catching a virus,",objection,objection,0.0417
MISSING_TOPIC,a1,a3,It was clearly a mistake to include Tom in our football team.,in Japan there was one exceeding 3.2km –,claim,claim,0.0417
MISSING_TOPIC,a1,a3,Anti-virus software protects the users of a computer from dangers from the internet.,I'm also tired of my data boosting the market value of that corporation.,premise,premise,0.0417
MISSING_TOPIC,a4,a4,Facebook warns me emphatically that I may lose contact with my friends.,"Of course he could do another big ad campaign,",objection,objection,0.0417
MISSING_TOPIC,a3,a4,in Japan there was one exceeding 3.2km –,but that would only make the injury worse in the long run.,claim,objection,0.0417
MISSING_TOPIC,a5,a5,But at times even the online sales outlets haven't been coping with the demand.,"Besides, I get to use my folks' big, comfy car.",premise,premise,0.0417
MISSING_TOPIC,a5,a5,But even without an ex-girlfriend he would never touch that.,And a young substitute always invigorates the team.,objection,premise,0.0417
MISSING_TOPIC,a4,a1,Voters have become more sceptical.,"A bank bailout is very, very costly.",premise,premise,0.0417
MISSING_TOPIC,a3,a2,"Plus he comes to training way too rarely,","According to the weather report it'll be perfect beach weather,",premise,premise,0.0416
MISSING_TOPIC,a5,a1,these short-term fluctuations in birth rates don't change the general trend at all.,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.",objection,premise,0.0416
MISSING_TOPIC,a2,a3,"According to the weather report it'll be perfect beach weather,",Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.,premise,claim,0.0416
MISSING_TOPIC,a1,a2,Schweinsteiger has now been injured for three days.,A commercially available bulb may contain for example up to five milligrams of mercury.,premise,claim,0.0416
MISSING_TOPIC,a2,a1,Especially the home games have seen the team stay behind expectations.,Excessive consumption of meat is unhealthy.,premise,premise,0.0413
MISSING_TOPIC,a4,a4,"Because for one thing, their products will still sell in bad times,",Ralf does insist that they drank advocaat together.,premise,objection,0.0413
MISSING_TOPIC,a3,a2,"Admittedly they do not generally prevent you from catching a virus,","The steering system may still need a bit of tweaking,",objection,objection,0.0411
MISSING_TOPIC,a2,a3,We urgently need a midfield replacement for the coming match.,But I want to experience this incredible moment of freedom that skydivers report time and again.,claim,premise,0.041
MISSING_TOPIC,a2,a4,We both have the exact same two moles on our left arm,even if there are actually designated in-house security forces.,premise,objection,0.0409
MISSING_TOPIC,a5,a1,But the worst thing is his habit of always complaining to the referee.,"Large events that stir national or even international attention attract many visitors,",premise,premise,0.0409
MISSING_TOPIC,a4,a1,even if I do have to prepare a presentation for Tuesday.,"A bank bailout is very, very costly.",objection,premise,0.0409
MISSING_TOPIC,a1,a1,Freddy and I must be siblings.,Berlin's basketball team has just come out of a sobering season.,claim,claim,0.0408
MISSING_TOPIC,a4,a4,unless they're unbreakable.,"Of course a higher federal subsidy would be even better for Berlin's coffers,",objection,objection,0.0408
MISSING_TOPIC,a4,a5,although he plays very well without training.,But at times even the online sales outlets haven't been coping with the demand.,objection,premise,0.0407
MISSING_TOPIC,a3,a3,like your brother.,Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.,claim,claim,0.0407
MISSING_TOPIC,a4,a2,Voters have become more sceptical.,and nothing will get Berlin out of its financial jam more than a lot of spending visitors.,premise,premise,0.0407
MISSING_TOPIC,a1,a3,It was clearly a mistake to include Tom in our football team.,as it only has mediocre resolution,claim,premise,0.0406
MISSING_TOPIC,a4,a2,although he plays very well without training.,"the life expectancy is constantly rising,",objection,premise,0.0406
MISSING_TOPIC,a4,a1,even if there are actually designated in-house security forces.,Schweinsteiger has now been injured for three days.,objection,premise,0.0405
MISSING_TOPIC,a1,a2,There are parliamentary elections soon,"Furthermore, the production of meat is comparably resource-intensive.",objection,premise,0.0405
MISSING_TOPIC,a4,a4,Facebook warns me emphatically that I may lose contact with my friends.,"Besides, Jochen was given a parachute jump the other day as a gift,",objection,premise,0.0404
MISSING_TOPIC,a4,a2,"It would be an exception if you only watched quiz shows,","The steering system may still need a bit of tweaking,",objection,objection,0.0404
MISSING_TOPIC,a1,a4,Freddy and I must be siblings.,"Of course he could do another big ad campaign,",claim,objection,0.0402
MISSING_TOPIC,a5,a3,And yet now I'll actually have all the more time for them.,"The doctor was able to sign him off as fit for play with enough painkillers,",objection,objection,0.0402
MISSING_TOPIC,a5,a2,but that won't do the trick if the whole neighbourhood is going down the drain in the end.,and traditionally the governing party is generous with popular promises in the run-up to federal elections.,objection,premise,0.0402
MISSING_TOPIC,a1,a3,The current tour of Tokio Hotel is breaking all records.,We should thus all limit our consumption of meat rigorously.,claim,claim,0.0402
MISSING_TOPIC,a5,a1,"and in addition, such a share is not as sensitive as those of other IT companies.",I think Fritz has never been in a fight in his life.,premise,claim,0.0402
MISSING_TOPIC,a4,a4,"Although having children has become more fashionable again in recent years,","Besides, Jochen was given a parachute jump the other day as a gift,",objection,premise,0.0402
MISSING_TOPIC,a4,a1,even if I do have to prepare a presentation for Tuesday.,Schweinsteiger has now been injured for three days.,objection,premise,0.0402
MISSING_TOPIC,a1,a1,Freddy and I must be siblings.,Schweinsteiger has now been injured for three days.,claim,premise,0.0401
MISSING_TOPIC,a3,a5,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.,But even with that tiny amount you could do a lot of good elsewhere.,claim,objection,0.0401
MISSING_TOPIC,a1,a4,I can only recommend the new smartphone XYZ-123 to everyone.,"Of course a higher federal subsidy would be even better for Berlin's coffers,",claim,objection,0.04
MISSING_TOPIC,a3,a1,I'm also tired of my data boosting the market value of that corporation.,"Large events that stir national or even international attention attract many visitors,",premise,premise,0.0399
MISSING_TOPIC,a1,a4,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.",unless they're unbreakable.,premise,objection,0.0399
MISSING_TOPIC,a2,a5,"He's just not a team player, and often goes it alone.",And yet now I'll actually have all the more time for them.,premise,objection,0.0398
MISSING_TOPIC,a3,a2,and at the same time birth rates are declining.,"For instance, the taxpayer stood in for the failed bank 'Hypo Real Estate' with a three-figure billion amount.",premise,claim,0.0398
MISSING_TOPIC,a5,a3,But even without an ex-girlfriend he would never touch that.,Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.,objection,claim,0.0398
MISSING_TOPIC,a4,a1,even if there are actually designated in-house security forces.,Excessive consumption of meat is unhealthy.,objection,premise,0.0398
MISSING_TOPIC,a3,a2,"Plus he comes to training way too rarely,",Not only because I'm constantly astonished about who wants to be my friend.,premise,premise,0.0397
MISSING_TOPIC,a3,a4,in Japan there was one exceeding 3.2km –,"aside from, perhaps, during the heyday of Take That.",claim,objection,0.0397
MISSING_TOPIC,a3,a3,but that hardly counts as a proper brawl.,But I want to experience this incredible moment of freedom that skydivers report time and again.,objection,premise,0.0397
MISSING_TOPIC,a1,a3,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.","The doctor was able to sign him off as fit for play with enough painkillers,",premise,objection,0.0397
MISSING_TOPIC,a1,a3,Peter should close his snack bar as soon as possible.,but that hardly counts as a proper brawl.,claim,objection,0.0396
MISSING_TOPIC,a3,a1,and you only get that with siblings.,We should go to the Baltic Sea on the weekend.,premise,claim,0.0395
MISSING_TOPIC,a3,a2,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.,"the life expectancy is constantly rising,",claim,premise,0.0395
