,file_id_1,topic_id,adu_id_1,type_1,is_major_claim_1,stance_1,file_id_2,adu_id_2,type_2,is_major_claim_2,stance_2,full_sentence_1,full_sentence_2,fragment_text_1,fragment_text_2,similarity
341,micro_b060,allow_shops_to_open_on_holidays_and_sundays,a5,claim,True,pro,micro_k013,a3,claim,True,con,Opening on Sundays and holidays would therefore help both customers and shops.,Hence it is good when shops are not open on Sundays and public holidays.,Hence it is good when shops are not open on Sundays and public holidays.,Opening on Sundays and holidays would therefore help both customers and shops.,2.0
17,micro_b003,health_insurance_cover_complementary_medicine,a1,claim,True,con,micro_b053,a5,claim,True,con,Health insurance companies should not cover treatment in complementary medicine unless the promised effect and its medical benefit have been concretely proven.,That's why the statutory health insurance companies should not cover such treatments.,Health insurance companies should not cover treatment in complementary medicine,That's why the statutory health insurance companies should not cover such treatments.,5.0
435,micro_k012,charge_tuition_fees,a1,claim,True,con,micro_b034,a1,claim,True,con,German universities should on no account charge tuition fees.,Tuition fees should not generally be charged by universities.,German universities should on no account charge tuition fees.,Tuition fees should not generally be charged by universities.,4.5
92,micro_b014,public_broadcasting_fees_on_demand,a1,claim,True,pro,micro_k027,a1,claim,True,pro,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,4.0
66,micro_b011,higher_dog_poo_fines,a1,claim,True,pro,micro_b002,a3,claim,True,pro,For dog dirt left on the pavement dog owners should by all means pay a bit more.,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",For dog dirt left on the pavement dog owners should by all means pay a bit more.,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",4.0
187,micro_b030,school_uniforms,a1,claim,True,con,micro_b012,a4,claim,True,pro,School uniforms should not be worn in our schools.,"A simply designed practical outfit would even out the overall visual image of a school, and direct attention towards the character and achievements of the students - and not their buying power.","A simply designed practical outfit would even out the overall visual image of a school, and direct attention towards the character and achievements of the students - and not their buying power.",School uniforms should not be worn in our schools.,2.0
419,micro_k009,introduce_capital_punishment,a1,claim,True,con,micro_k025,a5,claim,True,pro,Germany should by no means introduce capital punishment.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",Germany should by no means introduce capital punishment.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",1.5
40,micro_b007,higher_dog_poo_fines,a3,claim,True,pro,micro_b032,a1,claim,True,pro,That's why causing such obstacles must to be more urgently punished.,There should be a higher fine for dog dirt on the pavement.,That's why causing such obstacles must to be more urgently punished.,There should be a higher fine for dog dirt on the pavement.,4.5
245,micro_b040,higher_dog_poo_fines,a1,claim,True,pro,micro_k024,a1,claim,True,pro,There should be much higher fines for dog dirt left on pavements.,"Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt.","Dog owners should pay higher fines for dog dirt left on pavements,",There should be much higher fines for dog dirt left on pavements.,5.0
459,micro_k017,keep_retirement_at_63,a1,claim,True,con,micro_b052,a3,claim,True,con,"The implementation of retirement at 63 is no longer socially sustainable, as the population in Germany has, viewed demographically, a disproportionate number of old people, and constantly declining birth rates are being recorded.","Although the workload is getting heavier in many professions and physical and psychological wear on personnel is steadily increasing, the statutory retirement age should in the future not remain at 63 years.","The implementation of retirement at 63 is no longer socially sustainable,",the statutory retirement age should in the future not remain at 63 years.,3.5
16,micro_b003,health_insurance_cover_complementary_medicine,a1,claim,True,con,micro_b035,a5,claim,True,pro,Health insurance companies should not cover treatment in complementary medicine unless the promised effect and its medical benefit have been concretely proven.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,Health insurance companies should not cover treatment in complementary medicine,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,2.0
85,micro_b013,health_insurance_cover_complementary_medicine,a1,claim,True,pro,micro_b053,a5,claim,True,con,Health insurance companies should naturally cover alternative medical treatments.,That's why the statutory health insurance companies should not cover such treatments.,Health insurance companies should naturally cover alternative medical treatments.,That's why the statutory health insurance companies should not cover such treatments.,2.0
451,micro_k015,TXL_airport_remain_operational_after_BER_opening,a1,claim,True,unclear,micro_b044,a1,claim,True,pro,"BER should be re-conceptualized from scratch, even if billions of Euros have already been invested in the existing airport project and this would delay the date of completion indefinitely.",As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.,As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.,"BER should be re-conceptualized from scratch,",1.0
346,micro_b061,higher_dog_poo_fines,a1,claim,True,con,micro_b011,a1,claim,True,pro,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,For dog dirt left on the pavement dog owners should by all means pay a bit more.,For dog dirt left on the pavement dog owners should by all means pay a bit more.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,1.5
473,micro_k019,public_broadcasting_fees_on_demand,a6,claim,True,con,micro_b029,a1,claim,True,con,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy, everyone should chip in.",The TV/radio licence fee can only be required of all citizens/households equally.,The TV/radio licence fee can only be required of all citizens/households equally.,everyone should chip in.,3.5
223,micro_b036,make_video_games_olympic,a1,claim,True,pro,micro_b020,a6,claim,True,con,Video games ought to be included in the ranks of Olympic events.,"are not accepted as Olympic events, computer games should also not be recognized as Olympic events.",Video games ought to be included in the ranks of Olympic events.,computer games should also not be recognized as Olympic events.,2.0
102,micro_b016,increase_weight_of_BA_thesis_in_final_grade,a5,claim,True,pro,micro_b049,a5,claim,True,con,It would therefore be wise to adjust the required effort for final theses accordingly.,Due to the many random factors the bachelor thesis should not play a bigger role.,Due to the many random factors the bachelor thesis should not play a bigger role.,It would therefore be wise to adjust the required effort for final theses accordingly.,1.5
160,micro_b026,health_insurance_cover_complementary_medicine,a1,claim,True,pro,micro_b013,a1,claim,True,pro,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,Health insurance companies should naturally cover alternative medical treatments.,Health insurance companies should naturally cover alternative medical treatments.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,4.5
383,micro_k004,allow_shops_to_open_on_holidays_and_sundays,a1,claim,True,pro,micro_k007,a1,claim,True,pro,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,4.5
128,micro_b021,charge_tuition_fees,a1,claim,True,con,micro_k002,a1,claim,True,pro,Tuition fees should not be charged in Germany.,Actually it would be justified if all German universities charged tuition fees.,Actually it would be justified if all German universities charged tuition fees.,Tuition fees should not be charged in Germany.,2.0
397,micro_k007,allow_shops_to_open_on_holidays_and_sundays,a1,claim,True,pro,micro_b060,a5,claim,True,pro,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,Opening on Sundays and holidays would therefore help both customers and shops.,Opening on Sundays and holidays would therefore help both customers and shops.,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,3.0
6,micro_b002,higher_dog_poo_fines,a3,claim,True,pro,micro_b061,a1,claim,True,con,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,1.5
11,micro_b003,health_insurance_cover_complementary_medicine,a1,claim,True,con,micro_b010,a1,claim,True,pro,Health insurance companies should not cover treatment in complementary medicine unless the promised effect and its medical benefit have been concretely proven.,"Alternative treatments should be subsidized in the same way as conventional treatments, since both methods can lead to the prevention, mitigation or cure of an illness.","Alternative treatments should be subsidized in the same way as conventional treatments,",Health insurance companies should not cover treatment in complementary medicine,2.0
483,micro_k020,introduce_capital_punishment,a4,claim,True,con,micro_k009,a1,claim,True,con,The state ought to prevent murder - not avenge it.,Germany should by no means introduce capital punishment.,Germany should by no means introduce capital punishment.,The state ought to prevent murder - not avenge it.,3.5
498,micro_k022,allow_shops_to_open_on_holidays_and_sundays,a1,claim,True,con,micro_k018,a6,claim,True,con,It is quite clear that Sunday should remain a day of rest.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,It is quite clear that Sunday should remain a day of rest.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,3.5
375,micro_k003,increase_weight_of_BA_thesis_in_final_grade,a3,claim,True,con,micro_b016,a5,claim,True,pro,Current regulations for the calculation of the total grade should therefore be maintained.,It would therefore be wise to adjust the required effort for final theses accordingly.,Current regulations for the calculation of the total grade should therefore be maintained.,It would therefore be wise to adjust the required effort for final theses accordingly.,1.5
395,micro_k007,allow_shops_to_open_on_holidays_and_sundays,a1,claim,True,pro,micro_b015,a1,claim,True,pro,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,"Well, I as an employee find it very practical to be able to shop at least on weekends.",Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,"Well, I as an employee find it very practical to be able to shop at least on weekends.",2.5
295,micro_b051,allow_shops_to_open_on_holidays_and_sundays,a6,claim,True,con,micro_k022,a1,claim,True,con,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,It is quite clear that Sunday should remain a day of rest.,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,It is quite clear that Sunday should remain a day of rest.,3.0
481,micro_k020,introduce_capital_punishment,a4,claim,True,con,micro_b031,a1,claim,True,con,The state ought to prevent murder - not avenge it.,"One should not re-introduce capital punishment in Germany, since no one can claim the right to rule over the life or death of another human being.","One should not re-introduce capital punishment in Germany,",The state ought to prevent murder - not avenge it.,3.5
162,micro_b026,health_insurance_cover_complementary_medicine,a1,claim,True,pro,micro_b025,a3,claim,True,pro,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,A reduction in the amount of chemically produced medication per person is most certainly desirable.,A reduction in the amount of chemically produced medication per person is most certainly desirable.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,1.0
291,micro_b051,allow_shops_to_open_on_holidays_and_sundays,a6,claim,True,con,micro_k004,a1,claim,True,pro,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,2.0
255,micro_b042,over_the_counter_morning_after_pill,a4,claim,True,con,micro_b055,a2,claim,True,pro,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect, dispensing it without medical advice would be inappropriate.","Being a pharmacist myself, I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.",I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,dispensing it without medical advice would be inappropriate.,1.5
507,micro_k024,higher_dog_poo_fines,a1,claim,True,pro,micro_b032,a1,claim,True,pro,"Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt.",There should be a higher fine for dog dirt on the pavement.,"Dog owners should pay higher fines for dog dirt left on pavements,",There should be a higher fine for dog dirt on the pavement.,4.5
330,micro_b059,cap_rent_increases,a5,claim,True,con,micro_b009,a1,claim,True,pro,A cap on rent increases upon tenant change is therefore not to be supported.,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,A cap on rent increases upon tenant change is therefore not to be supported.,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,2.0
540,micro_k031,higher_dog_poo_fines,a5,claim,True,pro,micro_k008,a1,claim,True,pro,Increasing penalties is therefore the right way.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt, which in turn would result in generally clean pavements.","If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",Increasing penalties is therefore the right way.,3.0
433,micro_k012,charge_tuition_fees,a1,claim,True,con,micro_b021,a1,claim,True,con,German universities should on no account charge tuition fees.,Tuition fees should not be charged in Germany.,German universities should on no account charge tuition fees.,Tuition fees should not be charged in Germany.,5.0
81,micro_b013,health_insurance_cover_complementary_medicine,a1,claim,True,pro,micro_b018,a5,claim,True,con,Health insurance companies should naturally cover alternative medical treatments.,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,Health insurance companies should naturally cover alternative medical treatments.,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,2.0
342,micro_b060,allow_shops_to_open_on_holidays_and_sundays,a5,claim,True,pro,micro_k018,a6,claim,True,con,Opening on Sundays and holidays would therefore help both customers and shops.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,Opening on Sundays and holidays would therefore help both customers and shops.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,1.5
404,micro_k008,higher_dog_poo_fines,a1,claim,True,pro,micro_b007,a3,claim,True,pro,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt, which in turn would result in generally clean pavements.",That's why causing such obstacles must to be more urgently punished.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",That's why causing such obstacles must to be more urgently punished.,3.5
115,micro_b018,health_insurance_cover_complementary_medicine,a5,claim,True,con,micro_b025,a3,claim,True,pro,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,A reduction in the amount of chemically produced medication per person is most certainly desirable.,A reduction in the amount of chemically produced medication per person is most certainly desirable.,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,1.0
285,micro_b050,keep_retirement_at_63,a5,claim,True,con,micro_b057,a4,claim,True,con,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.","Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.",Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,3.0
514,micro_k025,introduce_capital_punishment,a5,claim,True,pro,micro_b023,a3,claim,True,con,"Still, the state needs the death penalty as a deterrent to horrific crimes.",That's why Germany should not introduce capital punishment!,"Still, the state needs the death penalty as a deterrent to horrific crimes.",That's why Germany should not introduce capital punishment!,2.0
429,micro_k011,cap_rent_increases,a4,claim,True,pro,micro_b024,a1,claim,True,pro,"If there must be rent increases, there should also be a cap to avoid nasty surprises.",A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.,"If there must be rent increases, there should also be a cap to avoid nasty surprises.",3.5
472,micro_k019,public_broadcasting_fees_on_demand,a6,claim,True,con,micro_b014,a1,claim,True,pro,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy, everyone should chip in.","Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.","Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",everyone should chip in.,1.5
139,micro_b023,introduce_capital_punishment,a3,claim,True,con,micro_b031,a1,claim,True,con,That's why Germany should not introduce capital punishment!,"One should not re-introduce capital punishment in Germany, since no one can claim the right to rule over the life or death of another human being.","One should not re-introduce capital punishment in Germany,",That's why Germany should not introduce capital punishment!,4.0
521,micro_k027,public_broadcasting_fees_on_demand,a1,claim,True,pro,micro_b004,a3,claim,True,con,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure, for we need general and independent media.","Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,2.0
88,micro_b014,public_broadcasting_fees_on_demand,a1,claim,True,pro,micro_b029,a1,claim,True,con,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",The TV/radio licence fee can only be required of all citizens/households equally.,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",The TV/radio licence fee can only be required of all citizens/households equally.,1.5
363,micro_k001,public_broadcasting_fees_on_demand,a1,claim,True,pro,micro_b014,a1,claim,True,pro,Not everyone should be obliged to pay the TV & radio licence.,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.","Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",Not everyone should be obliged to pay the TV & radio licence.,3.0
247,micro_b041,stricter_regulation_of_intelligence_services,a1,claim,True,pro,micro_b005,a1,claim,True,pro,Secret services must be more tightly regulated in order to prevent excessive surveillance.,Intelligence services must urgently be regulated more tightly by parliament; this should be clear to everyone after the disclosures of Edward Snowden.,Intelligence services must urgently be regulated more tightly by parliament;,Secret services must be more tightly regulated in order to prevent excessive surveillance.,4.0
95,micro_b015,allow_shops_to_open_on_holidays_and_sundays,a1,claim,True,pro,micro_b060,a5,claim,True,pro,"Well, I as an employee find it very practical to be able to shop at least on weekends.",Opening on Sundays and holidays would therefore help both customers and shops.,Opening on Sundays and holidays would therefore help both customers and shops.,"Well, I as an employee find it very practical to be able to shop at least on weekends.",3.0
23,micro_b004,public_broadcasting_fees_on_demand,a3,claim,True,con,micro_k019,a6,claim,True,con,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure, for we need general and independent media.","And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy, everyone should chip in.","Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,",everyone should chip in.,4.0
164,micro_b026,health_insurance_cover_complementary_medicine,a1,claim,True,pro,micro_b035,a5,claim,True,pro,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,5.0
61,micro_b010,health_insurance_cover_complementary_medicine,a1,claim,True,pro,micro_b018,a5,claim,True,con,"Alternative treatments should be subsidized in the same way as conventional treatments, since both methods can lead to the prevention, mitigation or cure of an illness.",Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,"Alternative treatments should be subsidized in the same way as conventional treatments,",Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,2.5
392,micro_k006,introduce_capital_punishment,a5,claim,True,con,micro_k009,a1,claim,True,con,We don't need it.,Germany should by no means introduce capital punishment.,Germany should by no means introduce capital punishment.,We don't need it.,4.5
339,micro_b060,allow_shops_to_open_on_holidays_and_sundays,a5,claim,True,pro,micro_k004,a1,claim,True,pro,Opening on Sundays and holidays would therefore help both customers and shops.,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,Opening on Sundays and holidays would therefore help both customers and shops.,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,2.5
70,micro_b011,higher_dog_poo_fines,a1,claim,True,pro,micro_b040,a1,claim,True,pro,For dog dirt left on the pavement dog owners should by all means pay a bit more.,There should be much higher fines for dog dirt left on pavements.,For dog dirt left on the pavement dog owners should by all means pay a bit more.,There should be much higher fines for dog dirt left on pavements.,3.5
