topic,arg_A,arg_B,text_A,text_B,type_A,type_B,s2_score
MISSING_TOPIC,a1,a1,"You should watch less television,",I think Fritz has never been in a fight in his life.,claim,claim,0.1434
MISSING_TOPIC,a1,a2,We should go to the Baltic Sea on the weekend.,We urgently need a midfield replacement for the coming match.,claim,claim,0.1427
MISSING_TOPIC,a1,a3,Peter should close his snack bar as soon as possible.,"That's why they should be taken off the market,",claim,claim,0.1411
MISSING_TOPIC,a1,a1,Freddy and I must be siblings.,"You should watch less television,",claim,claim,0.1408
MISSING_TOPIC,a3,a3,you should buy IBM shares if you want to invest.,Thus one of his ex-girlfriends must have been there.,claim,claim,0.1403
MISSING_TOPIC,a1,a3,I think Fritz has never been in a fight in his life.,That's why we should not allow any additional bank rescues.,claim,claim,0.1402
MISSING_TOPIC,a1,a2,"You should watch less television,",We urgently need a midfield replacement for the coming match.,claim,claim,0.1397
MISSING_TOPIC,a1,a3,The current tour of Tokio Hotel is breaking all records.,Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.,claim,claim,0.1388
MISSING_TOPIC,a1,a3,Today I will delete my Facebook account.,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year.",claim,claim,0.1373
MISSING_TOPIC,a1,a3,It was clearly a mistake to include Tom in our football team.,That's why we should not allow any additional bank rescues.,claim,claim,0.1372
MISSING_TOPIC,a3,a3,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year.","That's why they should be taken off the market,",claim,claim,0.1349
MISSING_TOPIC,a2,a3,We urgently need a midfield replacement for the coming match.,"That's why they should be taken off the market,",claim,claim,0.1348
MISSING_TOPIC,a1,a3,In a few decades our society will have a disproportionate number of old people:,"That's why they should be taken off the market,",claim,claim,0.1334
MISSING_TOPIC,a3,a3,"This is why we need more police presence in public transport,",We should thus all limit our consumption of meat rigorously.,claim,claim,0.1334
MISSING_TOPIC,a2,a2,That's why everyone should have an anti-virus programme on his or her Windows machine.,We urgently need a midfield replacement for the coming match.,claim,claim,0.1326
MISSING_TOPIC,a1,a3,Today I will delete my Facebook account.,Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.,claim,claim,0.1276
MISSING_TOPIC,a1,a3,Freddy and I must be siblings.,We should thus all limit our consumption of meat rigorously.,claim,claim,0.1242
MISSING_TOPIC,a1,a3,The current tour of Tokio Hotel is breaking all records.,Thus one of his ex-girlfriends must have been there.,claim,claim,0.1235
MISSING_TOPIC,a1,a3,I think Fritz has never been in a fight in his life.,We should thus all limit our consumption of meat rigorously.,claim,claim,0.1235
MISSING_TOPIC,a1,a3,The current tour of Tokio Hotel is breaking all records.,That's why we should not allow any additional bank rescues.,claim,claim,0.1206
MISSING_TOPIC,a1,a1,Berlin's basketball team has just come out of a sobering season.,In a few decades our society will have a disproportionate number of old people:,claim,claim,0.1197
MISSING_TOPIC,a1,a1,Freddy and I must be siblings.,In a few decades our society will have a disproportionate number of old people:,claim,claim,0.118
MISSING_TOPIC,a1,a1,Freddy and I must be siblings.,Tomorrow I will skydive for the first time in my life.,claim,claim,0.1179
MISSING_TOPIC,a3,a1,you should buy IBM shares if you want to invest.,We should go to the Baltic Sea on the weekend.,claim,claim,0.117
MISSING_TOPIC,a1,a1,Today I will delete my Facebook account.,"You should watch less television,",claim,claim,0.1128
MISSING_TOPIC,a1,a3,Berlin's basketball team has just come out of a sobering season.,"This is why we need more police presence in public transport,",claim,claim,0.1126
MISSING_TOPIC,a1,a2,In a few decades our society will have a disproportionate number of old people:,We urgently need a midfield replacement for the coming match.,claim,claim,0.111
MISSING_TOPIC,a3,a3,you should buy IBM shares if you want to invest.,That's why we should not allow any additional bank rescues.,claim,claim,0.1108
MISSING_TOPIC,a1,a3,We should go to the Baltic Sea on the weekend.,Thus one of his ex-girlfriends must have been there.,claim,claim,0.1107
MISSING_TOPIC,a2,a1,We urgently need a midfield replacement for the coming match.,Tomorrow I will skydive for the first time in my life.,claim,claim,0.1107
MISSING_TOPIC,a1,a1,It was clearly a mistake to include Tom in our football team.,"You should watch less television,",claim,claim,0.1079
MISSING_TOPIC,a1,a3,In a few decades our society will have a disproportionate number of old people:,Thus one of his ex-girlfriends must have been there.,claim,claim,0.1069
MISSING_TOPIC,a1,a1,Berlin's basketball team has just come out of a sobering season.,Tomorrow I will skydive for the first time in my life.,claim,claim,0.106
MISSING_TOPIC,a1,a1,In a few decades our society will have a disproportionate number of old people:,Tomorrow I will skydive for the first time in my life.,claim,claim,0.1049
MISSING_TOPIC,a1,a3,The current tour of Tokio Hotel is breaking all records.,"This is why we need more police presence in public transport,",claim,claim,0.1047
MISSING_TOPIC,a3,a2,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year.",We urgently need a midfield replacement for the coming match.,claim,claim,0.1046
MISSING_TOPIC,a3,a2,you should buy IBM shares if you want to invest.,We urgently need a midfield replacement for the coming match.,claim,claim,0.1039
MISSING_TOPIC,a1,a1,The current tour of Tokio Hotel is breaking all records.,Tomorrow I will skydive for the first time in my life.,claim,claim,0.1025
MISSING_TOPIC,a1,a3,"You should watch less television,",We should thus all limit our consumption of meat rigorously.,claim,claim,0.0997
MISSING_TOPIC,a3,a3,you should buy IBM shares if you want to invest.,We should thus all limit our consumption of meat rigorously.,claim,claim,0.0993
MISSING_TOPIC,a1,a3,Today I will delete my Facebook account.,Thus one of his ex-girlfriends must have been there.,claim,claim,0.0983
MISSING_TOPIC,a1,a1,In a few decades our society will have a disproportionate number of old people:,I think Fritz has never been in a fight in his life.,claim,claim,0.0982
MISSING_TOPIC,a1,a1,The current tour of Tokio Hotel is breaking all records.,In a few decades our society will have a disproportionate number of old people:,claim,claim,0.0977
MISSING_TOPIC,a1,a1,"You should watch less television,",We should go to the Baltic Sea on the weekend.,claim,claim,0.0969
MISSING_TOPIC,a1,a3,It was clearly a mistake to include Tom in our football team.,you should buy IBM shares if you want to invest.,claim,claim,0.0915
MISSING_TOPIC,a1,a1,It was clearly a mistake to include Tom in our football team.,Tomorrow I will skydive for the first time in my life.,claim,claim,0.0862
MISSING_TOPIC,a1,a3,Today I will delete my Facebook account.,"This is why we need more police presence in public transport,",claim,claim,0.0847
MISSING_TOPIC,a3,a1,Thus one of his ex-girlfriends must have been there.,Tomorrow I will skydive for the first time in my life.,claim,claim,0.0817
MISSING_TOPIC,a1,a1,The prototype of Audi's new sports car has car lovers raving.,Tomorrow I will skydive for the first time in my life.,claim,claim,0.0773
MISSING_TOPIC,a3,a1,"This is why we need more police presence in public transport,",Tomorrow I will skydive for the first time in my life.,claim,claim,0.0751
MISSING_TOPIC,a3,a1,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year.",Tomorrow I will skydive for the first time in my life.,claim,claim,0.0703
MISSING_TOPIC,a1,a1,"You should watch less television,",Tomorrow I will skydive for the first time in my life.,claim,claim,0.0675
MISSING_TOPIC,a3,a1,Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.,Tomorrow I will skydive for the first time in my life.,claim,claim,0.0615
MISSING_TOPIC,a3,a1,you should buy IBM shares if you want to invest.,Tomorrow I will skydive for the first time in my life.,claim,claim,0.0525
TXL_airport_remain_operational_after_BER_opening,a1,a6,As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.,"After the new BER Airport has been commissioned, Tegel should definitely be closed.",claim,claim,0.3495
TXL_airport_remain_operational_after_BER_opening,a6,a1,"After the new BER Airport has been commissioned, Tegel should definitely be closed.","BER should be re-conceptualized from scratch,",claim,claim,0.2148
TXL_airport_remain_operational_after_BER_opening,a1,a1,As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.,"BER should be re-conceptualized from scratch,",claim,claim,0.2105
allow_shops_to_open_on_holidays_and_sundays,a1,a1,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,claim,claim,0.9434
allow_shops_to_open_on_holidays_and_sundays,a6,a1,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,claim,claim,0.7398
allow_shops_to_open_on_holidays_and_sundays,a6,a1,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,claim,claim,0.7123
allow_shops_to_open_on_holidays_and_sundays,a5,a1,Opening on Sundays and holidays would therefore help both customers and shops.,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,claim,claim,0.5807
allow_shops_to_open_on_holidays_and_sundays,a5,a1,Opening on Sundays and holidays would therefore help both customers and shops.,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,claim,claim,0.5451
allow_shops_to_open_on_holidays_and_sundays,a6,a5,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,Opening on Sundays and holidays would therefore help both customers and shops.,claim,claim,0.4362
allow_shops_to_open_on_holidays_and_sundays,a1,a6,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,claim,claim,0.4075
allow_shops_to_open_on_holidays_and_sundays,a6,a6,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,claim,claim,0.4014
allow_shops_to_open_on_holidays_and_sundays,a5,a1,Opening on Sundays and holidays would therefore help both customers and shops.,It is quite clear that Sunday should remain a day of rest.,claim,claim,0.4012
allow_shops_to_open_on_holidays_and_sundays,a5,a3,Opening on Sundays and holidays would therefore help both customers and shops.,Hence it is good when shops are not open on Sundays and public holidays.,claim,claim,0.3855
allow_shops_to_open_on_holidays_and_sundays,a1,a6,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,claim,claim,0.3819
allow_shops_to_open_on_holidays_and_sundays,a1,a3,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,Hence it is good when shops are not open on Sundays and public holidays.,claim,claim,0.3408
allow_shops_to_open_on_holidays_and_sundays,a6,a3,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,Hence it is good when shops are not open on Sundays and public holidays.,claim,claim,0.3349
allow_shops_to_open_on_holidays_and_sundays,a1,a3,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,Hence it is good when shops are not open on Sundays and public holidays.,claim,claim,0.3195
allow_shops_to_open_on_holidays_and_sundays,a3,a1,Hence it is good when shops are not open on Sundays and public holidays.,It is quite clear that Sunday should remain a day of rest.,claim,claim,0.3129
allow_shops_to_open_on_holidays_and_sundays,a1,a1,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,It is quite clear that Sunday should remain a day of rest.,claim,claim,0.2971
allow_shops_to_open_on_holidays_and_sundays,a3,a6,Hence it is good when shops are not open on Sundays and public holidays.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,claim,claim,0.2927
allow_shops_to_open_on_holidays_and_sundays,a6,a1,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,It is quite clear that Sunday should remain a day of rest.,claim,claim,0.2911
allow_shops_to_open_on_holidays_and_sundays,a1,a1,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,It is quite clear that Sunday should remain a day of rest.,claim,claim,0.2765
allow_shops_to_open_on_holidays_and_sundays,a6,a1,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,It is quite clear that Sunday should remain a day of rest.,claim,claim,0.2727
allow_shops_to_open_on_holidays_and_sundays,a1,a3,"Well, I as an employee find it very practical to be able to shop at least on weekends.",Hence it is good when shops are not open on Sundays and public holidays.,claim,claim,0.2621
allow_shops_to_open_on_holidays_and_sundays,a5,a6,Opening on Sundays and holidays would therefore help both customers and shops.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,claim,claim,0.2561
allow_shops_to_open_on_holidays_and_sundays,a1,a1,"Well, I as an employee find it very practical to be able to shop at least on weekends.",It is quite clear that Sunday should remain a day of rest.,claim,claim,0.2224
allow_shops_to_open_on_holidays_and_sundays,a1,a5,"Well, I as an employee find it very practical to be able to shop at least on weekends.",Opening on Sundays and holidays would therefore help both customers and shops.,claim,claim,0.2151
allow_shops_to_open_on_holidays_and_sundays,a1,a6,"Well, I as an employee find it very practical to be able to shop at least on weekends.",That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,claim,claim,0.1975
allow_shops_to_open_on_holidays_and_sundays,a1,a1,"Well, I as an employee find it very practical to be able to shop at least on weekends.",Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,claim,claim,0.1773
allow_shops_to_open_on_holidays_and_sundays,a1,a1,"Well, I as an employee find it very practical to be able to shop at least on weekends.",Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,claim,claim,0.1662
allow_shops_to_open_on_holidays_and_sundays,a1,a6,"Well, I as an employee find it very practical to be able to shop at least on weekends.",For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,claim,claim,0.1591
buy_tax_evader_data_from_dubious_sources,a6,a4,Tax data that are not made available for free should therefore not be acquired by the state.,Acquiring CDs with tax data of tax delinquents is therefore out of the question.,claim,claim,0.3038
cap_rent_increases,a5,a5,A cap on rent increases upon tenant change is therefore not to be supported.,A constant increase in rent upon a change of tenants hence cannot be desired by society.,claim,claim,0.4785
cap_rent_increases,a1,a5,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.,A cap on rent increases upon tenant change is therefore not to be supported.,claim,claim,0.4618
cap_rent_increases,a1,a5,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.,A constant increase in rent upon a change of tenants hence cannot be desired by society.,claim,claim,0.4534
cap_rent_increases,a5,a4,A cap on rent increases upon tenant change is therefore not to be supported.,"If there must be rent increases, there should also be a cap to avoid nasty surprises.",claim,claim,0.3621
cap_rent_increases,a1,a4,Rent prices should be limited by a cap when there's a change of tenant.,"If there must be rent increases, there should also be a cap to avoid nasty surprises.",claim,claim,0.3361
cap_rent_increases,a1,a5,Rent prices should be limited by a cap when there's a change of tenant.,A cap on rent increases upon tenant change is therefore not to be supported.,claim,claim,0.2976
cap_rent_increases,a1,a1,Rent prices should be limited by a cap when there's a change of tenant.,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.,claim,claim,0.2918
cap_rent_increases,a1,a5,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,A constant increase in rent upon a change of tenants hence cannot be desired by society.,claim,claim,0.2685
cap_rent_increases,a1,a5,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,A cap on rent increases upon tenant change is therefore not to be supported.,claim,claim,0.2498
cap_rent_increases,a1,a5,Rent prices should be limited by a cap when there's a change of tenant.,A constant increase in rent upon a change of tenants hence cannot be desired by society.,claim,claim,0.2475
cap_rent_increases,a4,a5,"If there must be rent increases, there should also be a cap to avoid nasty surprises.",A constant increase in rent upon a change of tenants hence cannot be desired by society.,claim,claim,0.2297
cap_rent_increases,a1,a4,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.,"If there must be rent increases, there should also be a cap to avoid nasty surprises.",claim,claim,0.2253
cap_rent_increases,a1,a4,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,"If there must be rent increases, there should also be a cap to avoid nasty surprises.",claim,claim,0.2099
cap_rent_increases,a1,a1,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.,claim,claim,0.1874
cap_rent_increases,a1,a1,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,Rent prices should be limited by a cap when there's a change of tenant.,claim,claim,0.0976
charge_tuition_fees,a1,a1,The universities in Germany should not under any circumstances charge tuition fees.,German universities should on no account charge tuition fees.,claim,claim,0.6818
charge_tuition_fees,a5,a1,Therefore universities should not charge tuition fees in Germany.,German universities should on no account charge tuition fees.,claim,claim,0.6709
charge_tuition_fees,a1,a5,Tuition fees should not generally be charged by universities.,Therefore universities should not charge tuition fees in Germany.,claim,claim,0.6287
charge_tuition_fees,a1,a1,Tuition fees should not generally be charged by universities.,German universities should on no account charge tuition fees.,claim,claim,0.6287
charge_tuition_fees,a1,a5,Tuition fees should not be charged in Germany.,Therefore universities should not charge tuition fees in Germany.,claim,claim,0.6267
charge_tuition_fees,a1,a5,The universities in Germany should not under any circumstances charge tuition fees.,Therefore universities should not charge tuition fees in Germany.,claim,claim,0.6066
charge_tuition_fees,a1,a1,The universities in Germany should not under any circumstances charge tuition fees.,Tuition fees should not generally be charged by universities.,claim,claim,0.5404
charge_tuition_fees,a1,a1,Tuition fees should not be charged in Germany.,German universities should on no account charge tuition fees.,claim,claim,0.54
charge_tuition_fees,a1,a1,Actually it would be justified if all German universities charged tuition fees.,German universities should on no account charge tuition fees.,claim,claim,0.5352
charge_tuition_fees,a5,a1,Therefore universities should not charge tuition fees in Germany.,Actually it would be justified if all German universities charged tuition fees.,claim,claim,0.4887
charge_tuition_fees,a1,a1,Tuition fees should not be charged in Germany.,The universities in Germany should not under any circumstances charge tuition fees.,claim,claim,0.4765
charge_tuition_fees,a1,a1,Tuition fees should not be charged in Germany.,Tuition fees should not generally be charged by universities.,claim,claim,0.4688
charge_tuition_fees,a1,a1,Tuition fees should not be charged in Germany.,Actually it would be justified if all German universities charged tuition fees.,claim,claim,0.4643
charge_tuition_fees,a1,a1,The universities in Germany should not under any circumstances charge tuition fees.,Actually it would be justified if all German universities charged tuition fees.,claim,claim,0.4639
charge_tuition_fees,a1,a1,Tuition fees should not generally be charged by universities.,Actually it would be justified if all German universities charged tuition fees.,claim,claim,0.3845
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should naturally cover alternative medical treatments.,That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.6418
health_insurance_cover_complementary_medicine,a1,a1,Health insurance companies should naturally cover alternative medical treatments.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,claim,claim,0.5581
health_insurance_cover_complementary_medicine,a1,a5,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.5523
health_insurance_cover_complementary_medicine,a1,a1,Health insurance companies should not cover treatment in complementary medicine,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,claim,claim,0.5226
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should not cover treatment in complementary medicine,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,claim,claim,0.4989
health_insurance_cover_complementary_medicine,a1,a1,Health insurance companies should not cover treatment in complementary medicine,Health insurance companies should naturally cover alternative medical treatments.,claim,claim,0.4934
health_insurance_cover_complementary_medicine,a1,a5,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,claim,claim,0.4747
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should not cover treatment in complementary medicine,That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.4424
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should naturally cover alternative medical treatments.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,claim,claim,0.4097
health_insurance_cover_complementary_medicine,a5,a5,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.3642
health_insurance_cover_complementary_medicine,a5,a5,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.3627
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should naturally cover alternative medical treatments.,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,claim,claim,0.3584
health_insurance_cover_complementary_medicine,a1,a5,"Alternative treatments should be subsidized in the same way as conventional treatments,",That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.3224
health_insurance_cover_complementary_medicine,a5,a1,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,claim,claim,0.3219
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should not cover treatment in complementary medicine,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,claim,claim,0.2836
health_insurance_cover_complementary_medicine,a1,a1,"Alternative treatments should be subsidized in the same way as conventional treatments,",Health insurance companies should naturally cover alternative medical treatments.,claim,claim,0.2781
health_insurance_cover_complementary_medicine,a5,a5,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,claim,claim,0.278
health_insurance_cover_complementary_medicine,a1,a5,"Alternative treatments should be subsidized in the same way as conventional treatments,",The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,claim,claim,0.2739
health_insurance_cover_complementary_medicine,a1,a1,"Alternative treatments should be subsidized in the same way as conventional treatments,",The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,claim,claim,0.2445
health_insurance_cover_complementary_medicine,a1,a1,Health insurance companies should not cover treatment in complementary medicine,"Alternative treatments should be subsidized in the same way as conventional treatments,",claim,claim,0.2428
health_insurance_cover_complementary_medicine,a1,a3,Health insurance companies should naturally cover alternative medical treatments.,A reduction in the amount of chemically produced medication per person is most certainly desirable.,claim,claim,0.2275
health_insurance_cover_complementary_medicine,a1,a3,Health insurance companies should not cover treatment in complementary medicine,A reduction in the amount of chemically produced medication per person is most certainly desirable.,claim,claim,0.2223
health_insurance_cover_complementary_medicine,a3,a5,A reduction in the amount of chemically produced medication per person is most certainly desirable.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,claim,claim,0.2028
health_insurance_cover_complementary_medicine,a5,a3,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,A reduction in the amount of chemically produced medication per person is most certainly desirable.,claim,claim,0.1965
health_insurance_cover_complementary_medicine,a3,a1,A reduction in the amount of chemically produced medication per person is most certainly desirable.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,claim,claim,0.1916
health_insurance_cover_complementary_medicine,a1,a5,"Alternative treatments should be subsidized in the same way as conventional treatments,",Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,claim,claim,0.1915
health_insurance_cover_complementary_medicine,a1,a3,"Alternative treatments should be subsidized in the same way as conventional treatments,",A reduction in the amount of chemically produced medication per person is most certainly desirable.,claim,claim,0.1904
health_insurance_cover_complementary_medicine,a3,a5,A reduction in the amount of chemically produced medication per person is most certainly desirable.,That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.166
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,There should be much higher fines for dog dirt left on pavements.,claim,claim,0.79
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,There should be much higher fines for dog dirt left on pavements.,claim,claim,0.6075
higher_dog_poo_fines,a1,a1,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,","Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.5006
higher_dog_poo_fines,a1,a1,There should be much higher fines for dog dirt left on pavements.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.4805
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.4744
higher_dog_poo_fines,a1,a1,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.4466
higher_dog_poo_fines,a1,a1,There should be much higher fines for dog dirt left on pavements.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.4333
higher_dog_poo_fines,a1,a1,There should be much higher fines for dog dirt left on pavements.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.4194
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.4108
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,There should be a higher fine for dog dirt on the pavement.,claim,claim,0.3964
higher_dog_poo_fines,a1,a1,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.3904
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.3797
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",For dog dirt left on the pavement dog owners should by all means pay a bit more.,claim,claim,0.3753
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.3686
higher_dog_poo_fines,a3,a1,That's why causing such obstacles must to be more urgently punished.,There should be much higher fines for dog dirt left on pavements.,claim,claim,0.3564
higher_dog_poo_fines,a3,a1,That's why causing such obstacles must to be more urgently punished.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.3103
higher_dog_poo_fines,a3,a1,That's why causing such obstacles must to be more urgently punished.,There should be a higher fine for dog dirt on the pavement.,claim,claim,0.2974
higher_dog_poo_fines,a3,a1,That's why causing such obstacles must to be more urgently punished.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.2677
higher_dog_poo_fines,a3,a1,That's why causing such obstacles must to be more urgently punished.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.2476
higher_dog_poo_fines,a3,a5,That's why causing such obstacles must to be more urgently punished.,Increasing penalties is therefore the right way.,claim,claim,0.2426
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.2394
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.2343
higher_dog_poo_fines,a1,a5,There should be a higher fine for dog dirt on the pavement.,Increasing penalties is therefore the right way.,claim,claim,0.232
higher_dog_poo_fines,a1,a5,There should be much higher fines for dog dirt left on pavements.,Increasing penalties is therefore the right way.,claim,claim,0.2261
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.2228
higher_dog_poo_fines,a3,a1,That's why causing such obstacles must to be more urgently punished.,For dog dirt left on the pavement dog owners should by all means pay a bit more.,claim,claim,0.2206
higher_dog_poo_fines,a3,a3,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",That's why causing such obstacles must to be more urgently punished.,claim,claim,0.2192
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be a higher fine for dog dirt on the pavement.,claim,claim,0.2152
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.1996
higher_dog_poo_fines,a1,a5,For dog dirt left on the pavement dog owners should by all means pay a bit more.,Increasing penalties is therefore the right way.,claim,claim,0.1905
