file_id,topic_id,adu_id,is_major_claim,stance,text
micro_b051,allow_shops_to_open_on_holidays_and_sundays,a2,FALSE,con,"However it's mainly temps (that is, students, pupils etc.) who are employed,"
micro_b051,allow_shops_to_open_on_holidays_and_sundays,a3,FALSE,con,so this has hardly any effect on the level of full-time employment and the number of unemployed.
micro_b051,allow_shops_to_open_on_holidays_and_sundays,a4,FALSE,con,"On top of that, private and family life suffers massively because of this reduction and shifting in designated off-times."
micro_b051,allow_shops_to_open_on_holidays_and_sundays,a5,FALSE,con,And it’s only the large companies that can afford the additional personnel expenditure.
micro_b051,allow_shops_to_open_on_holidays_and_sundays,a6,TRUE,con,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.
micro_b052,keep_retirement_at_63,a1,FALSE,con,Although the workload is getting heavier in many professions
micro_b052,keep_retirement_at_63,a2,FALSE,con,"and physical and psychological wear on personnel is steadily increasing,"
micro_b052,keep_retirement_at_63,a3,TRUE,con,the statutory retirement age should in the future not remain at 63 years.
micro_b052,keep_retirement_at_63,a4,FALSE,con,"For, due to the low birth rate, the proportion of the elderly population and with it pension costs are on the rise,"
micro_b052,keep_retirement_at_63,a5,FALSE,con,"and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before."
micro_b053,health_insurance_cover_complementary_medicine,a1,FALSE,con,Many people see proven relief of their symptoms and complaints by complementary medicine.
micro_b053,health_insurance_cover_complementary_medicine,a2,FALSE,con,However there is no substantiated data that this healing isn't simply due to the placebo effect.
micro_b053,health_insurance_cover_complementary_medicine,a3,FALSE,con,"Besides many practices in this field are not regulated professions,"
micro_b053,health_insurance_cover_complementary_medicine,a4,FALSE,con,which means that quacks and phonies can practice these occupations unknown to the patients.
micro_b053,health_insurance_cover_complementary_medicine,a5,TRUE,con,That's why the statutory health insurance companies should not cover such treatments.
micro_b053,health_insurance_cover_complementary_medicine,a6,FALSE,con,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.
micro_b054,partial_housing_development_at_Tempelhofer_Feld,a1,FALSE,pro,"For years there has been a housing shortage in Berlin,"
micro_b054,partial_housing_development_at_Tempelhofer_Feld,a2,FALSE,pro,"so that using Tempelhofer Feld, which offers a lot of open space and is currently hardly developed, as living space is a sensible idea."
micro_b054,partial_housing_development_at_Tempelhofer_Feld,a3,FALSE,pro,"Since the area belongs to the federal state, or the federation,"
micro_b054,partial_housing_development_at_Tempelhofer_Feld,a4,FALSE,pro,it could even be used for social housing with affordable rents.
micro_b054,partial_housing_development_at_Tempelhofer_Feld,a5,FALSE,pro,"Admittedly the fields have currently become an attractive leisure park with sporting areas for many visitors and Berliners, especially in spring and summer."
micro_b054,partial_housing_development_at_Tempelhofer_Feld,a6,TRUE,pro,"If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction."
micro_b055,over_the_counter_morning_after_pill,a1,FALSE,pro,"Being a pharmacist myself,"
micro_b055,over_the_counter_morning_after_pill,a2,TRUE,pro,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.
micro_b055,over_the_counter_morning_after_pill,a3,FALSE,pro,From a medical perspective the morning-after pill works best when taken as soon as possible after intercourse.
micro_b055,over_the_counter_morning_after_pill,a4,FALSE,pro,"Always having to visit the doctor first (including travel and waiting time, possible embarrassment, etc.) leads to more unwanted pregnancies."
micro_b055,over_the_counter_morning_after_pill,a5,FALSE,pro,Many opponents of the pill point out that this does away with the consultation at the doctor's and many women take it unnecessarily.
micro_b055,over_the_counter_morning_after_pill,a6,FALSE,pro,"However, the fact is that we pharmacists are legally required to inform the patients and possess the same subject matter expertise as doctors."
micro_b056,EU_influence_on_political_events_in_Ukraine,a1,FALSE,pro,A violation of international law should be more than enough to consider a reaction!
micro_b056,EU_influence_on_political_events_in_Ukraine,a2,FALSE,pro,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war."
micro_b056,EU_influence_on_political_events_in_Ukraine,a3,FALSE,pro,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,"
micro_b056,EU_influence_on_political_events_in_Ukraine,a4,FALSE,pro,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure."
micro_b056,EU_influence_on_political_events_in_Ukraine,a5,FALSE,pro,"Since, however, in Russia besides gas and oil only propaganda and corruption rule,"
micro_b056,EU_influence_on_political_events_in_Ukraine,a6,TRUE,pro,the EU should intervene right away.
micro_b057,keep_retirement_at_63,a1,FALSE,con,"Retirement at 63, that's something everyone who has toiled away (nonstop) up to this point surely deserves."
micro_b057,keep_retirement_at_63,a2,FALSE,con,Only the question remains whether this early 'leisure' will be nicer if you have no idea what do to all day and you statistically still have almost 20 (!!!) years to go?
micro_b057,keep_retirement_at_63,a3,FALSE,con,"Also, one isn't taking responsibility for society if one gives up one's experienced, healthy and highly qualified capabilities earlier than necessary for private/personal reasons."
micro_b057,keep_retirement_at_63,a4,TRUE,con,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63."
micro_b058,make_video_games_olympic,a1,FALSE,pro,"Video games, namely FIFA in my case, can fascinate young people for hours more intensively and emotionally than any sport in the world!"
micro_b058,make_video_games_olympic,a2,TRUE,pro,It would be fair to make them into an Olympic event.
micro_b058,make_video_games_olympic,a3,FALSE,pro,"Perhaps it is less thrilling for a spectator than for the player,"
micro_b058,make_video_games_olympic,a4,FALSE,pro,"but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights."
micro_b058,make_video_games_olympic,a5,FALSE,pro,"Plus the hurdle to make video games Olympic events is minimal,"
micro_b058,make_video_games_olympic,a6,FALSE,pro,"as you don't even need doping tests, only a neutral console."
micro_b058,make_video_games_olympic,a7,FALSE,pro,"And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres."
micro_b059,cap_rent_increases,a1,FALSE,con,Rent prices are already regulated in favour of tenants due to existing laws and the rent index.
micro_b059,cap_rent_increases,a2,FALSE,con,"In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment."
micro_b059,cap_rent_increases,a3,FALSE,con,"Even if one might think that additional rent control is needed besides the current tenant protection,"
micro_b059,cap_rent_increases,a4,FALSE,con,one should not deny longstanding owners the opportunity to adjust their returns to market level.
micro_b059,cap_rent_increases,a5,TRUE,con,A cap on rent increases upon tenant change is therefore not to be supported.
micro_b060,allow_shops_to_open_on_holidays_and_sundays,a1,FALSE,pro,"Owner-run shops may potentially be overwhelmed by additional work times on Sundays and holidays,"
micro_b060,allow_shops_to_open_on_holidays_and_sundays,a2,FALSE,pro,then again supermarkets and large shopping centres dominate the market today already.
micro_b060,allow_shops_to_open_on_holidays_and_sundays,a3,FALSE,pro,"Thus smaller shops could benefit from the additional freedom,"
micro_b060,allow_shops_to_open_on_holidays_and_sundays,a4,FALSE,pro,as customers are on average more laid-back on Sunday.
micro_b060,allow_shops_to_open_on_holidays_and_sundays,a5,TRUE,pro,Opening on Sundays and holidays would therefore help both customers and shops.
micro_b061,higher_dog_poo_fines,a1,TRUE,con,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.
micro_b061,higher_dog_poo_fines,a2,FALSE,con,"In individual cases they may indeed act as a deterrent,"
micro_b061,higher_dog_poo_fines,a3,FALSE,con,"in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine."
micro_b062,keep_retirement_at_63,a1,TRUE,con,I am not of the opinion that the retirement age should be set at 63 years.
micro_b062,keep_retirement_at_63,a2,FALSE,con,This would mean that organizations would be lacking a great deal of manpower in the future.
micro_b062,keep_retirement_at_63,a3,FALSE,con,The introductory phase of retirement at 63 would also be a particular challenge
micro_b062,keep_retirement_at_63,a4,FALSE,con,as upon introduction many current employees of advanced age would immediately be eligible to retire.
micro_b062,keep_retirement_at_63,a5,FALSE,con,This is detrimental for Germany as a business location and leaves employers without a transition period.
micro_b062,keep_retirement_at_63,a6,FALSE,con,The danger here is that experienced junior staff is not available in sufficient numbers.
micro_b064,TXL_airport_remain_operational_after_BER_opening,a1,FALSE,con,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.
micro_b064,TXL_airport_remain_operational_after_BER_opening,a2,FALSE,con,For safety reasons alone I find continued operation wrong.
micro_b064,TXL_airport_remain_operational_after_BER_opening,a3,FALSE,con,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing."
micro_b064,TXL_airport_remain_operational_after_BER_opening,a4,FALSE,con,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.
micro_b064,TXL_airport_remain_operational_after_BER_opening,a5,FALSE,con,These areas will be upgraded economically due to these factors (housing health and employment).
micro_b064,TXL_airport_remain_operational_after_BER_opening,a6,TRUE,con,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
micro_d01,MISSING_TOPIC,a1,TRUE,unknown,Freddy and I must be siblings.
micro_d01,MISSING_TOPIC,a2,FALSE,unknown,We both have the exact same two moles on our left arm
micro_d01,MISSING_TOPIC,a3,FALSE,unknown,and you only get that with siblings.
micro_d01,MISSING_TOPIC,a4,FALSE,unknown,My parents say this could also be pure coincidence.
micro_d01,MISSING_TOPIC,a5,FALSE,unknown,But that much of a coincidence is simply impossible.
micro_d02,MISSING_TOPIC,a1,TRUE,unknown,Berlin's basketball team has just come out of a sobering season.
micro_d02,MISSING_TOPIC,a2,FALSE,unknown,Especially the home games have seen the team stay behind expectations.
micro_d02,MISSING_TOPIC,a3,TRUE,unknown,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.
micro_d02,MISSING_TOPIC,a4,FALSE,unknown,"Indeed the team ended up third in the league,"
micro_d02,MISSING_TOPIC,a5,FALSE,unknown,but given the cost of the star-players one could've expected more.
micro_d03,MISSING_TOPIC,a1,TRUE,unknown,It was clearly a mistake to include Tom in our football team.
micro_d03,MISSING_TOPIC,a2,FALSE,unknown,"He's just not a team player, and often goes it alone."
micro_d03,MISSING_TOPIC,a3,FALSE,unknown,"Plus he comes to training way too rarely,"
micro_d03,MISSING_TOPIC,a4,FALSE,unknown,although he plays very well without training.
micro_d03,MISSING_TOPIC,a5,FALSE,unknown,But the worst thing is his habit of always complaining to the referee.
micro_d04,MISSING_TOPIC,a1,FALSE,unknown,Anti-virus software protects the users of a computer from dangers from the internet.
micro_d04,MISSING_TOPIC,a2,TRUE,unknown,That's why everyone should have an anti-virus programme on his or her Windows machine.
micro_d04,MISSING_TOPIC,a3,FALSE,unknown,"Admittedly they do not generally prevent you from catching a virus,"
micro_d04,MISSING_TOPIC,a4,FALSE,unknown,since they can only react to publicly known threats.
micro_d04,MISSING_TOPIC,a5,FALSE,unknown,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update."
micro_d05,MISSING_TOPIC,a1,TRUE,unknown,Today I will delete my Facebook account.
micro_d05,MISSING_TOPIC,a2,FALSE,unknown,Not only because I'm constantly astonished about who wants to be my friend.
micro_d05,MISSING_TOPIC,a3,FALSE,unknown,I'm also tired of my data boosting the market value of that corporation.
micro_d05,MISSING_TOPIC,a4,FALSE,unknown,Facebook warns me emphatically that I may lose contact with my friends.
micro_d05,MISSING_TOPIC,a5,FALSE,unknown,And yet now I'll actually have all the more time for them.
micro_d06,MISSING_TOPIC,a1,TRUE,unknown,Peter should close his snack bar as soon as possible.
micro_d06,MISSING_TOPIC,a2,FALSE,unknown,"Pricing pressures are just too high,"
micro_d06,MISSING_TOPIC,a3,FALSE,unknown,and his pool of customers is shrinking constantly.
micro_d06,MISSING_TOPIC,a4,FALSE,unknown,"Of course he could do another big ad campaign,"
micro_d06,MISSING_TOPIC,a5,FALSE,unknown,but that won't do the trick if the whole neighbourhood is going down the drain in the end.
micro_d07,MISSING_TOPIC,a1,TRUE,unknown,The current tour of Tokio Hotel is breaking all records.
micro_d07,MISSING_TOPIC,a2,FALSE,unknown,Never have there been longer queues at the advance ticket offices –
micro_d07,MISSING_TOPIC,a3,TRUE,unknown,in Japan there was one exceeding 3.2km –
micro_d07,MISSING_TOPIC,a4,FALSE,unknown,"aside from, perhaps, during the heyday of Take That."
micro_d07,MISSING_TOPIC,a5,FALSE,unknown,But at times even the online sales outlets haven't been coping with the demand.
micro_d08,MISSING_TOPIC,a1,FALSE,unknown,"Although IBM's numbers haven't been staggering recently,"
micro_d08,MISSING_TOPIC,a2,FALSE,unknown,"and the mood in the stock market could be better on the whole,"
micro_d08,MISSING_TOPIC,a3,TRUE,unknown,you should buy IBM shares if you want to invest.
micro_d08,MISSING_TOPIC,a4,FALSE,unknown,"Because for one thing, their products will still sell in bad times,"
micro_d08,MISSING_TOPIC,a5,FALSE,unknown,"and in addition, such a share is not as sensitive as those of other IT companies."
micro_d09,MISSING_TOPIC,a1,TRUE,unknown,"You should watch less television,"
micro_d09,MISSING_TOPIC,a2,FALSE,unknown,"as too much TV makes you stupid in the long run,"
micro_d09,MISSING_TOPIC,a3,TRUE,unknown,like your brother.
micro_d09,MISSING_TOPIC,a4,FALSE,unknown,"It would be an exception if you only watched quiz shows,"
micro_d09,MISSING_TOPIC,a5,FALSE,unknown,but you tend to watch Big Brother and X-Diaries.
micro_d10,MISSING_TOPIC,a1,TRUE,unknown,In a few decades our society will have a disproportionate number of old people:
micro_d10,MISSING_TOPIC,a2,FALSE,unknown,"the life expectancy is constantly rising,"
micro_d10,MISSING_TOPIC,a3,FALSE,unknown,and at the same time birth rates are declining.
micro_d10,MISSING_TOPIC,a4,FALSE,unknown,"Although having children has become more fashionable again in recent years,"
micro_d10,MISSING_TOPIC,a5,FALSE,unknown,these short-term fluctuations in birth rates don't change the general trend at all.
micro_d11,MISSING_TOPIC,a1,TRUE,unknown,We should go to the Baltic Sea on the weekend.
micro_d11,MISSING_TOPIC,a2,FALSE,unknown,"According to the weather report it'll be perfect beach weather,"
micro_d11,MISSING_TOPIC,a3,FALSE,unknown,"and one mustn't let this go to waste,"
micro_d11,MISSING_TOPIC,a4,FALSE,unknown,even if I do have to prepare a presentation for Tuesday.
micro_d11,MISSING_TOPIC,a5,FALSE,unknown,"Besides, I get to use my folks' big, comfy car."
micro_d12,MISSING_TOPIC,a1,TRUE,unknown,I can only recommend the new smartphone XYZ-123 to everyone.
micro_d12,MISSING_TOPIC,a2,FALSE,unknown,"Of course the camera could be better,"
micro_d12,MISSING_TOPIC,a3,FALSE,unknown,as it only has mediocre resolution
micro_d12,MISSING_TOPIC,a4,FALSE,unknown,and images in dark surroundings are often snowy.
micro_d12,MISSING_TOPIC,a5,FALSE,unknown,But for snap shots that's still enough.
micro_d13,MISSING_TOPIC,a1,FALSE,unknown,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case."
micro_d13,MISSING_TOPIC,a2,FALSE,unknown,When he got back from Ralf's party last night he was still stone-cold sober.
micro_d13,MISSING_TOPIC,a3,TRUE,unknown,Thus one of his ex-girlfriends must have been there.
micro_d13,MISSING_TOPIC,a4,FALSE,unknown,Ralf does insist that they drank advocaat together.
micro_d13,MISSING_TOPIC,a5,FALSE,unknown,But even without an ex-girlfriend he would never touch that.
micro_d14,MISSING_TOPIC,a1,TRUE,unknown,I think Fritz has never been in a fight in his life.
micro_d14,MISSING_TOPIC,a2,FALSE,unknown,"As a boy he did use to scuffle with the other choirboys,"
micro_d14,MISSING_TOPIC,a3,FALSE,unknown,but that hardly counts as a proper brawl.
micro_d14,MISSING_TOPIC,a4,FALSE,unknown,And he always chickens out when things get dicey.
micro_d14,MISSING_TOPIC,a5,TRUE,unknown,"Yesterday, when the bouncer wouldn't let us in, he was suddenly gone."
micro_d15,MISSING_TOPIC,a1,FALSE,unknown,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses."
micro_d15,MISSING_TOPIC,a2,FALSE,unknown,Also the rules of the public transportation services are rarely observed.
micro_d15,MISSING_TOPIC,a3,TRUE,unknown,"This is why we need more police presence in public transport,"
micro_d15,MISSING_TOPIC,a4,FALSE,unknown,even if there are actually designated in-house security forces.
micro_d15,MISSING_TOPIC,a5,FALSE,unknown,Passengers would definitely feel safer then.
micro_d16,MISSING_TOPIC,a1,FALSE,unknown,There are parliamentary elections soon
micro_d16,MISSING_TOPIC,a2,FALSE,unknown,and traditionally the governing party is generous with popular promises in the run-up to federal elections.
micro_d16,MISSING_TOPIC,a3,TRUE,unknown,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year."
micro_d16,MISSING_TOPIC,a4,FALSE,unknown,Voters have become more sceptical.
micro_d16,MISSING_TOPIC,a5,FALSE,unknown,Too many promises have not been kept.
micro_d17,MISSING_TOPIC,a1,FALSE,unknown,Excessive consumption of meat is unhealthy.
micro_d17,MISSING_TOPIC,a2,FALSE,unknown,"Furthermore, the production of meat is comparably resource-intensive."
micro_d17,MISSING_TOPIC,a3,TRUE,unknown,We should thus all limit our consumption of meat rigorously.
micro_d17,MISSING_TOPIC,a4,FALSE,unknown,One could worry that our farmers would then run into economic difficulties.
micro_d17,MISSING_TOPIC,a5,FALSE,unknown,"However, no serious economist has confirmed this prediction to date."
micro_d18,MISSING_TOPIC,a1,FALSE,unknown,Schweinsteiger has now been injured for three days.
micro_d18,MISSING_TOPIC,a2,TRUE,unknown,We urgently need a midfield replacement for the coming match.
micro_d18,MISSING_TOPIC,a3,FALSE,unknown,"The doctor was able to sign him off as fit for play with enough painkillers,"
micro_d18,MISSING_TOPIC,a4,FALSE,unknown,but that would only make the injury worse in the long run.
micro_d18,MISSING_TOPIC,a5,FALSE,unknown,And a young substitute always invigorates the team.
micro_d19,MISSING_TOPIC,a1,FALSE,unknown,"A bank bailout is very, very costly."
micro_d19,MISSING_TOPIC,a2,TRUE,unknown,"For instance, the taxpayer stood in for the failed bank 'Hypo Real Estate' with a three-figure billion amount."
micro_d19,MISSING_TOPIC,a3,TRUE,unknown,That's why we should not allow any additional bank rescues.
micro_d19,MISSING_TOPIC,a4,FALSE,unknown,The politicians are trying to appease us with the fact that actually only a tiny amount of all that money was really spent.
micro_d19,MISSING_TOPIC,a5,FALSE,unknown,But even with that tiny amount you could do a lot of good elsewhere.
micro_d20,MISSING_TOPIC,a1,TRUE,unknown,The prototype of Audi's new sports car has car lovers raving.
micro_d20,MISSING_TOPIC,a2,FALSE,unknown,"The steering system may still need a bit of tweaking,"
micro_d20,MISSING_TOPIC,a3,FALSE,unknown,"as the car jack-knifes at higher speeds,"
micro_d20,MISSING_TOPIC,a4,FALSE,unknown,and surely you'll want to be speeding a lot with that beauty.
micro_d20,MISSING_TOPIC,a5,FALSE,unknown,But aside from that the car caters to pretty much every wish.
micro_d21,MISSING_TOPIC,a1,FALSE,unknown,Energy saving light bulbs contain a significant amount of toxins.
micro_d21,MISSING_TOPIC,a2,TRUE,unknown,A commercially available bulb may contain for example up to five milligrams of mercury.
micro_d21,MISSING_TOPIC,a3,TRUE,unknown,"That's why they should be taken off the market,"
micro_d21,MISSING_TOPIC,a4,FALSE,unknown,unless they're unbreakable.
micro_d21,MISSING_TOPIC,a5,FALSE,unknown,But precisely this is unfortunately not the case.
micro_d22,MISSING_TOPIC,a1,FALSE,unknown,"Large events that stir national or even international attention attract many visitors,"
micro_d22,MISSING_TOPIC,a2,FALSE,unknown,and nothing will get Berlin out of its financial jam more than a lot of spending visitors.
micro_d22,MISSING_TOPIC,a3,TRUE,unknown,Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.
micro_d22,MISSING_TOPIC,a4,FALSE,unknown,"Of course a higher federal subsidy would be even better for Berlin's coffers,"
micro_d22,MISSING_TOPIC,a5,FALSE,unknown,but you shouldn't bother hoping for that.
micro_d23,MISSING_TOPIC,a1,TRUE,unknown,Tomorrow I will skydive for the first time in my life.
micro_d23,MISSING_TOPIC,a2,FALSE,unknown,"Yes, there is a certain risk to life."
micro_d23,MISSING_TOPIC,a3,FALSE,unknown,But I want to experience this incredible moment of freedom that skydivers report time and again.
micro_d23,MISSING_TOPIC,a4,FALSE,unknown,"Besides, Jochen was given a parachute jump the other day as a gift,"
micro_d23,MISSING_TOPIC,a5,FALSE,unknown,and it mustn't be that this wannabe-adventurer has one up on me.
micro_k001,public_broadcasting_fees_on_demand,a1,TRUE,pro,Not everyone should be obliged to pay the TV & radio licence.
micro_k001,public_broadcasting_fees_on_demand,a2,FALSE,pro,Particularly the younger generations are no longer dependent on the programming of public broadcasters.
micro_k001,public_broadcasting_fees_on_demand,a3,FALSE,pro,"US series are preferred over “Tatort”,"
micro_k001,public_broadcasting_fees_on_demand,a4,FALSE,pro,and online magazines are turned to instead of the “Tagesthemen”.
micro_k001,public_broadcasting_fees_on_demand,a5,FALSE,pro,The TV & radio licence enables economically independent journalism.
micro_k001,public_broadcasting_fees_on_demand,a6,FALSE,pro,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them."
micro_k002,charge_tuition_fees,a1,TRUE,pro,Actually it would be justified if all German universities charged tuition fees.
micro_k002,charge_tuition_fees,a2,FALSE,pro,"As long as it is ensured that the funds really benefit the universities directly, one can continue to regard this as social justice."
micro_k002,charge_tuition_fees,a3,FALSE,pro,"Those who study later decide this early on, anyway."
micro_k002,charge_tuition_fees,a4,FALSE,pro,It's always possible to take out a student loan or to earn a scholarship.
micro_k002,charge_tuition_fees,a5,FALSE,pro,"To oblige non-academics to finance others' degrees through taxes, however, is not just."
micro_k003,increase_weight_of_BA_thesis_in_final_grade,a1,FALSE,con,Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.
micro_k003,increase_weight_of_BA_thesis_in_final_grade,a2,FALSE,con,Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.
micro_k003,increase_weight_of_BA_thesis_in_final_grade,a3,TRUE,con,Current regulations for the calculation of the total grade should therefore be maintained.
micro_k003,increase_weight_of_BA_thesis_in_final_grade,a4,FALSE,con,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.
micro_k003,increase_weight_of_BA_thesis_in_final_grade,a5,FALSE,con,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight."
micro_k004,allow_shops_to_open_on_holidays_and_sundays,a1,TRUE,pro,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.
micro_k004,allow_shops_to_open_on_holidays_and_sundays,a2,FALSE,pro,This may be a change for the employees that cannot to be implemented easily.
micro_k004,allow_shops_to_open_on_holidays_and_sundays,a3,FALSE,pro,"However, especially for working customers this would mean greater flexibility and fewer nerve-racking peak times during the week."
micro_k004,allow_shops_to_open_on_holidays_and_sundays,a4,FALSE,pro,"Considering the growing digitization of society, the traditional model of the weekend will soon be obsolete."
micro_k004,allow_shops_to_open_on_holidays_and_sundays,a5,TRUE,pro,"Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers."
micro_k006,introduce_capital_punishment,a1,FALSE,con,"If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies."
micro_k006,introduce_capital_punishment,a2,FALSE,con,"However, a death would not be of any more use to those affected and their relatives than if the felon receives a long sentence."
micro_k006,introduce_capital_punishment,a3,FALSE,con,Plus we don't live in medieval times anymore.
micro_k006,introduce_capital_punishment,a4,FALSE,con,Handing out capital punishment is unethical.
micro_k006,introduce_capital_punishment,a5,TRUE,con,We don't need it.
micro_k007,allow_shops_to_open_on_holidays_and_sundays,a1,TRUE,pro,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.
micro_k007,allow_shops_to_open_on_holidays_and_sundays,a2,FALSE,pro,"For in this way, Sunday shopping days would be better spread out through the year."
micro_k007,allow_shops_to_open_on_holidays_and_sundays,a3,FALSE,pro,Also streets and shops would presumably be emptier
micro_k007,allow_shops_to_open_on_holidays_and_sundays,a4,FALSE,pro,as not everyone would be open on the same day.
micro_k007,allow_shops_to_open_on_holidays_and_sundays,a5,FALSE,pro,However then you'd have a worse overview of which shop is open on a given day.
micro_k008,higher_dog_poo_fines,a1,TRUE,pro,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,"
micro_k008,higher_dog_poo_fines,a2,FALSE,pro,which in turn would result in generally clean pavements.
micro_k008,higher_dog_poo_fines,a3,FALSE,pro,"Higher fines may not be ideal, particularly for financially weaker individuals,"
micro_k008,higher_dog_poo_fines,a4,FALSE,pro,but cleaning up after their dogs does happen to be the obligation of the owners.
micro_k009,introduce_capital_punishment,a1,TRUE,con,Germany should by no means introduce capital punishment.
micro_k009,introduce_capital_punishment,a2,FALSE,con,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives."
micro_k009,introduce_capital_punishment,a3,FALSE,con,Capital punishment would be murder and would have to be punished with the death penalty itself.
micro_k009,introduce_capital_punishment,a4,FALSE,con,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on"
micro_k009,introduce_capital_punishment,a5,FALSE,con,although they have taken or destroyed another life?
micro_k009,introduce_capital_punishment,a6,FALSE,con,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection."
micro_k010,public_broadcasting_fees_on_demand,a1,TRUE,pro,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming."
micro_k010,public_broadcasting_fees_on_demand,a2,FALSE,pro,"In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this?"
micro_k010,public_broadcasting_fees_on_demand,a3,FALSE,pro,"By now you have advertising on all channels,"
micro_k010,public_broadcasting_fees_on_demand,a4,FALSE,pro,so there's no advantage for the current paying viewers of the public broadcasters.
micro_k010,public_broadcasting_fees_on_demand,a5,FALSE,pro,Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay.
micro_k010,public_broadcasting_fees_on_demand,a6,FALSE,pro,"That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway."
micro_k011,cap_rent_increases,a1,FALSE,pro,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
micro_k011,cap_rent_increases,a2,FALSE,pro,"they’re very bad however, if the rent suddenly climbs by €100 or €200."
micro_k011,cap_rent_increases,a3,FALSE,pro,With those kinds of amounts you think twice about whether you really want to stay in the flat.
micro_k011,cap_rent_increases,a4,TRUE,pro,"If there must be rent increases, there should also be a cap to avoid nasty surprises."
micro_k011,cap_rent_increases,a5,FALSE,pro,"This helps the landlords,"
micro_k011,cap_rent_increases,a6,FALSE,pro,"as they can adjust their expenses through the increase,"
micro_k011,cap_rent_increases,a7,FALSE,pro,"and also the tenants,"
micro_k011,cap_rent_increases,a8,FALSE,pro,as they can plan for a maximum rent increase.
micro_k011,cap_rent_increases,a9,FALSE,pro,"That the landlords are then slightly restricted in the administration of their property is not a problem,"
micro_k011,cap_rent_increases,a10,FALSE,pro,as they have more pull in the end anyway.
micro_k012,charge_tuition_fees,a1,TRUE,con,German universities should on no account charge tuition fees.
micro_k012,charge_tuition_fees,a2,FALSE,con,This would simply mean that only those people with wealthy parents or a previous education and a part-time job while studying would be able to apply for a degree programme in the first place.
micro_k012,charge_tuition_fees,a3,FALSE,con,Even without tuition fees half of the student population has to work while studying and hence has less time for studying or recreation.
micro_k012,charge_tuition_fees,a4,FALSE,con,One could argue that an increase in tuition fees would allow institutions to be better equipped.
micro_k012,charge_tuition_fees,a5,FALSE,con,But what is the good of a wonderfully outfitted university if it doesn't actually allow the majority of clever people to broaden their horizons with all that great equipment?
micro_k013,allow_shops_to_open_on_holidays_and_sundays,a1,FALSE,con,Supermarket employees and people who work in shopping centres also have the right to a Sunday off work.
micro_k013,allow_shops_to_open_on_holidays_and_sundays,a2,FALSE,con,"Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper."
