file_id,topic_id,adu_id,is_major_claim,stance,text,amr_penman
micro_b055,over_the_counter_morning_after_pill,a2,True,pro,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,"# ::snt I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.
(a / argue-01
      :ARG0 (ii / i)
      :ARG1 (f / favor-01
            :ARG1 (a2 / available-02
                  :ARG2 (p / pill
                        :time (d / date-entity
                              :dayperiod (m / morning)
                              :time (a3 / after)))
                  :location (p2 / pharmacy)
                  :mod (o / over-the-counter)))
      :manner (c / categorical))"
micro_b056,EU_influence_on_political_events_in_Ukraine,a6,True,pro,the EU should intervene right away.,"# ::snt the EU should intervene right away.
(r / recommend-01
      :ARG1 (ii / intervene-01
            :ARG0 (o / organization
                  :name (n / name
                        :op1 ""EU""))
            :time (r2 / right-away)))"
micro_b057,keep_retirement_at_63,a4,True,con,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.","# ::snt Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.
(r / responsible-02
      :polarity -
      :ARG1 (r2 / retire-01
            :ARG0 (a / and
                  :op1 (e / economy)
                  :op2 (p / prosper-01))
            :time (a2 / age-01
                  :ARG1 a
                  :ARG2 (t / temporal-quantity
                        :quant 63
                        :unit (y / year))))
      :ARG1-of (c / cause-01
            :ARG0 (l / lack-01
                  :ARG1 (l2 / labor
                        :mod (s / skill))))
      :time (n / now
            :mod (e2 / especially)))"
micro_b058,make_video_games_olympic,a2,True,pro,It would be fair to make them into an Olympic event.,"# ::snt It would be fair to make them into an Olympic event.
(f / fair-01
      :ARG1 (m / make-02
            :ARG1 (t / they)
            :ARG2 (e / event
                  :mod (g / game
                        :name (n / name
                              :op1 ""Olympics"")))))"
micro_b059,cap_rent_increases,a5,True,con,A cap on rent increases upon tenant change is therefore not to be supported.,"# ::snt A cap on rent increases upon tenant change is therefore not to be supported.
(c / cause-01
      :ARG1 (s / support-01
            :polarity -
            :ARG1 (c2 / cap-01
                  :ARG1 (ii / increase-01
                        :ARG1 (r / rent)
                        :time (c3 / change-01
                              :ARG1 (p / person
                                    :ARG0-of (h / have-rel-role-91
                                          :ARG2 (t / tenant))))))))"
micro_b060,allow_shops_to_open_on_holidays_and_sundays,a5,True,pro,Opening on Sundays and holidays would therefore help both customers and shops.,"# ::snt Opening on Sundays and holidays would therefore help both customers and shops.
(c / cause-01
      :ARG1 (h / help-01
            :ARG0 (o / open-01
                  :time (a / and
                        :op1 (d / date-entity
                              :weekday (s / sunday))
                        :op2 (h2 / holiday)))
            :ARG1 (a2 / and
                  :op1 (c2 / customer)
                  :op2 (s2 / shop)
                  :mod (b / both))))"
micro_b061,higher_dog_poo_fines,a1,True,con,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,"# ::snt Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.
(p / point-03
      :polarity -
      :ARG1 (p2 / penalize-01
            :ARG2 (d / dirt
                  :mod (d2 / dog))
            :ARG1-of (h / have-degree-91
                  :ARG2 (h2 / high-02
                        :ARG1 p2)
                  :ARG3 (m / more)))
      :condition (a / as-long-as
            :op1 (h3 / have-quant-91
                  :polarity -
                  :ARG1 (p3 / personnel
                        :ARG0-of (e / enforce-01
                              :ARG1 p2))
                  :ARG3 (e2 / enough))))"
micro_b062,keep_retirement_at_63,a1,True,con,I am not of the opinion that the retirement age should be set at 63 years.,"# ::snt I am not of the opinion that the retirement age should be set at 63 years.
(o / opine-01
      :polarity -
      :ARG0 (ii / i)
      :ARG1 (r / recommend-01
            :ARG1 (s / set-02
                  :ARG1 (a / age-01
                        :ARG2 (r2 / retire-01))
                  :ARG2 (t / temporal-quantity
                        :quant 63
                        :unit (y / year)))))"
micro_b064,TXL_airport_remain_operational_after_BER_opening,a6,True,con,"After the new BER Airport has been commissioned, Tegel should definitely be closed.","# ::snt After the new BER Airport has been commissioned, Tegel should definitely be closed.
(r / recommend-01
      :ARG1 (c / close-01
            :ARG1 (a / airport
                  :name (n / name
                        :op1 ""Tegel""))
            :mod (d / definite))
      :time (a2 / after
            :op1 (c2 / commission-01
                  :ARG1 (a3 / airport
                        :name (n2 / name
                              :op1 ""BER""
                              :op2 ""Airport"")
                        :ARG1-of (n3 / new-01)))))"
micro_k001,public_broadcasting_fees_on_demand,a1,True,pro,Not everyone should be obliged to pay the TV & radio licence.,"# ::snt Not everyone should be obliged to pay the TV & radio licence.
(r / recommend-01
      :ARG1 (o / oblige-02
            :ARG1 (e / everyone
                  :polarity -)
            :ARG2 (p / pay-01
                  :ARG0 e
                  :ARG3 (l / license-01
                        :ARG1 (a / and
                              :op1 (t / television)
                              :op2 (r2 / radio))))))"
micro_k002,charge_tuition_fees,a1,True,pro,Actually it would be justified if all German universities charged tuition fees.,"# ::snt Actually it would be justified if all German universities charged tuition fees.
(j / justify-01
      :ARG1 (ii / it)
      :condition (c / charge-01
            :ARG0 (u / university
                  :mod (c2 / country
                        :name (n / name
                              :op1 ""Germany""))
                  :mod (a / all))
            :ARG1 (f / fee
                  :mod (t / tuition)))
      :ARG1-of (a2 / actual-02))"
micro_k003,increase_weight_of_BA_thesis_in_final_grade,a3,True,con,Current regulations for the calculation of the total grade should therefore be maintained.,"# ::snt Current regulations for the calculation of the total grade should therefore be maintained.
(r / recommend-01
      :ARG1 (m / maintain-01
            :ARG1 (r2 / regulate-01
                  :time (c / current)
                  :purpose (c2 / calculate-01
                        :ARG1 (g / grade
                              :mod (t / total)))))
      :ARG1-of (c3 / cause-01))"
micro_k004,allow_shops_to_open_on_holidays_and_sundays,a1,True,pro,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,"# ::snt Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.
(r / recommend-01
      :ARG1 (a / allow-01
            :ARG1 (o / open-01
                  :ARG1 (a2 / and
                        :op1 (s / supermarket)
                        :op2 (c / center
                              :purpose (s2 / shop-01)))
                  :time (a3 / and
                        :op1 (d / date-entity
                              :weekday (s3 / sunday)
                              :mod (a4 / any))
                        :op2 (h / holiday
                              :mod (a5 / any))))))"
micro_k004,allow_shops_to_open_on_holidays_and_sundays,a5,True,pro,"Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers.","# ::snt Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers.
(a / and
      :op1 (u / understand-01
            :ARG0 (c / country
                  :quant (m / many)
                  :location (c2 / continent
                        :name (n / name
                              :op1 ""Europe""))
                  :example (a2 / and
                        :op1 (c3 / country
                              :name (n2 / name
                                    :op1 ""Netherlands""))
                        :op2 (c4 / country
                              :name (n3 / name
                                    :op1 ""Sweden""))
                        :op3 (c5 / country
                              :name (n4 / name
                                    :op1 ""Great""
                                    :op2 ""Britain""))))
            :ARG1 (t / this)
            :time (a3 / already))
      :op2 (a4 / adjust-01
            :ARG0 c
            :ARG1 (h / hour
                  :time-of (o / open-01
                        :ARG1 (r / retailer)))
            :ARG1-of (s / succeed-01
                  :ARG0 c)))"
micro_k006,introduce_capital_punishment,a5,True,con,We don't need it.,"# ::snt We don't need it.
(n / need-01
      :polarity -
      :ARG0 (w / we)
      :ARG1 (ii / it))"
micro_k007,allow_shops_to_open_on_holidays_and_sundays,a1,True,pro,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.,"# ::snt Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.
(r / recommend-01
      :ARG1 (a / allow-01
            :ARG1 (o / open-01
                  :ARG1 (a2 / and
                        :op1 (s / supermarket)
                        :op2 (c / center
                              :purpose (s2 / shop-01)))
                  :manner (d / discretion
                        :poss a2)
                  :time (a3 / and
                        :op1 (d2 / date-entity
                              :weekday (s3 / sunday)
                              :mod (a4 / any))
                        :op2 (h / holiday
                              :mod (a5 / any))))))"
micro_k008,higher_dog_poo_fines,a1,True,pro,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,","# ::snt If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,
(h / have-condition-91
      :ARG1 (d / dirt
            :mod (d2 / dog)
            :quant (l / less)
            :ARG1-of (p / presume-01))
      :ARG2 (f / fine-01
            :ARG3 (l2 / leave-12
                  :ARG1 (d3 / dirt
                        :mod (d4 / dog))
                  :ARG2 (p2 / pave-01))
            :ARG1-of (h2 / have-degree-91
                  :ARG2 (h3 / high-02
                        :ARG1 f)
                  :ARG3 (m / more))))"
micro_k009,introduce_capital_punishment,a1,True,con,Germany should by no means introduce capital punishment.,"# ::snt Germany should by no means introduce capital punishment.
(r / recommend-01
      :ARG1 (ii / introduce-02
            :ARG0 (c / country
                  :name (n / name
                        :op1 ""Germany""))
            :ARG1 (p / punish-01
                  :mod (c2 / capital))
            :mod (b / by-no-means)))"
micro_k010,public_broadcasting_fees_on_demand,a1,True,pro,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.","# ::snt Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.
(a / appropriate-02
      :ARG1 (h / have-04
            :ARG1 (p / pay-01
                  :ARG0 (p2 / person
                        :mod (t / that)
                        :ARG0-of (w / want-01
                              :ARG1 (f / follow-02
                                    :ARG0 p2
                                    :ARG1 (p3 / program))
                              :ARG1-of (a2 / actual-02))))
            :mod (o / only))
      :condition (c / consider-02
            :ARG1 (t2 / thing
                  :time (d / day
                        :mod (t3 / this))
                  :medium (t4 / television))))"
micro_k011,cap_rent_increases,a4,True,pro,"If there must be rent increases, there should also be a cap to avoid nasty surprises.","# ::snt If there must be rent increases, there should also be a cap to avoid nasty surprises.
(h / have-condition-91
      :ARG1 (r / recommend-01
            :ARG1 (c / cap-01
                  :mod (a / also)
                  :purpose (a2 / avoid-01
                        :ARG1 (s / surprise-01
                              :mod (n / nasty)))))
      :ARG2 (o / obligate-01
            :ARG2 (ii / increase-01
                  :ARG1 (r2 / rent))))"
micro_k012,charge_tuition_fees,a1,True,con,German universities should on no account charge tuition fees.,"# ::snt German universities should on no account charge tuition fees.
(r / recommend-01
      :ARG1 (c / charge-01
            :polarity -
            :ARG0 (u / university
                  :mod (c2 / country
                        :name (n / name
                              :op1 ""Germany"")))
            :ARG3 (f / fee
                  :mod (t / tuition))
            :manner (a / account)))"
micro_k013,allow_shops_to_open_on_holidays_and_sundays,a3,True,con,Hence it is good when shops are not open on Sundays and public holidays.,"# ::snt Hence it is good when shops are not open on Sundays and public holidays.
(c / cause-01
      :ARG1 (g / good-02
            :ARG1 (ii / it)
            :time (a / and
                  :op1 (o / open-09
                        :polarity -
                        :ARG1 (s / shop)
                        :time (d / date-entity
                              :weekday (s2 / sunday)))
                  :op2 (h / holiday-01
                        :ARG1-of (p / public-02)))))"
micro_k014,stricter_regulation_of_intelligence_services,a1,True,pro,"Intelligence services should be more closely regulated by parliament,","# ::snt Intelligence services should be more closely regulated by parliament,
(r / recommend-01
      :ARG1 (r2 / regulate-01
            :ARG0 (g / government-organization
                  :name (n / name
                        :op1 ""Parliament""))
            :ARG1 (s / service
                  :mod (ii / intelligence))
            :ARG1-of (c / close-10
                  :ARG2-of (h / have-degree-91
                        :ARG1 r2
                        :ARG3 (m / more)))))"
micro_k015,TXL_airport_remain_operational_after_BER_opening,a1,True,unclear,"BER should be re-conceptualized from scratch,","# ::snt BER should be re-conceptualized from scratch,
(r / recommend-01
      :ARG1 (c / conceptualize-01
            :ARG1 (p / person
                  :name (n / name
                        :op1 ""BER""))
            :mod (a / again)
            :manner (s / scratch)))"
micro_k016,EU_influence_on_political_events_in_Ukraine,a2,True,con,the EU should not intervene in local politics.,"# ::snt the EU should not intervene in local politics.
(r / recommend-01
      :ARG1 (ii / intervene-01
            :polarity -
            :ARG0 (o / organization
                  :name (n / name
                        :op1 ""EU""))
            :ARG1 (p / politics
                  :ARG1-of (l / local-02))))"
micro_k017,keep_retirement_at_63,a1,True,con,"The implementation of retirement at 63 is no longer socially sustainable,","# ::snt The implementation of retirement at 63 is no longer socially sustainable,
(p / possible-01
      :ARG1 (s / sustain-01
            :ARG1 (ii / implement-01
                  :ARG1 (r / retire-01
                        :time (a / age-01
                              :ARG2 (t / temporal-quantity
                                    :quant 63
                                    :unit (y / year)))))
            :manner (s2 / social)
            :time (n / no-longer)))"
micro_k018,allow_shops_to_open_on_holidays_and_sundays,a6,True,con,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,"# ::snt That's why there ought to be one day a week when supermarkets and shopping centres stay closed.
(c / cause-01
      :ARG0 (t / that)
      :ARG1 (r / recommend-01
            :ARG1 (s / stay-01
                  :ARG1 (c2 / close-01
                        :ARG1 (a / and
                              :op1 (s2 / supermarket)
                              :op2 (c3 / center
                                    :purpose (s3 / shop-01))))
                  :frequency (r2 / rate-entity-91
                        :ARG1 1
                        :ARG2 (t2 / temporal-quantity
                              :quant 1
                              :unit (d / day))))))"
micro_k019,public_broadcasting_fees_on_demand,a6,True,con,everyone should chip in.,"# ::snt everyone should chip in.
(r / recommend-01
      :ARG1 (c / chip-in-02
            :ARG0 (e / everyone)))"
micro_k020,introduce_capital_punishment,a4,True,con,The state ought to prevent murder - not avenge it.,"# ::snt The state ought to prevent murder - not avenge it.
(r / recommend-01
      :ARG1 (c / contrast-01
            :ARG1 (p / prevent-01
                  :ARG0 (s / state)
                  :ARG1 (m / murder-01))
            :ARG2 (a / avenge-01
                  :polarity -
                  :ARG0 s
                  :ARG1 m)))"
micro_k021,cap_rent_increases,a5,True,pro,A constant increase in rent upon a change of tenants hence cannot be desired by society.,"# ::snt A constant increase in rent upon a change of tenants hence cannot be desired by society.
(c / cause-01
      :ARG0 (ii / increase-01
            :ARG1 (r / rent)
            :frequency (c2 / constant)
            :time (c3 / change-01
                  :ARG1 (p / person
                        :ARG0-of (r2 / rent-01))))
      :ARG1 (p2 / possible-01
            :polarity -
            :ARG1 (d / desire-01
                  :ARG0 (s / society)
                  :ARG1 ii)))"
micro_k022,allow_shops_to_open_on_holidays_and_sundays,a1,True,con,It is quite clear that Sunday should remain a day of rest.,"# ::snt It is quite clear that Sunday should remain a day of rest.
(c / clear-06
      :ARG1 (r / recommend-01
            :ARG1 (r2 / remain-01
                  :ARG1 (d / date-entity
                        :weekday (s / sunday))
                  :ARG3 (d2 / day
                        :time-of (r3 / rest-01))))
      :degree (q / quite))"
micro_k023,increase_weight_of_BA_thesis_in_final_grade,a1,True,pro,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it.","# ::snt The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it.
(r / recommend-01
      :ARG1 (c / constitute-01
            :ARG0 (d / dissertation
                  :mod (d2 / degree
                        :name (n / name
                              :op1 ""BA"")))
            :ARG1 (s / share-01
                  :ARG1 (ii / it)
                  :ARG1-of (h / have-degree-91
                        :ARG2 (l / large)
                        :ARG3 (m / more)))
            :mod (a / at-least)
            :condition (m2 / make-up-07
                  :polarity -
                  :ARG0 d
                  :ARG1 (g / grade
                        :mod (e / entire)))))"
micro_k024,higher_dog_poo_fines,a1,True,pro,"Dog owners should pay higher fines for dog dirt left on pavements,","# ::snt Dog owners should pay higher fines for dog dirt left on pavements,
(r / recommend-01
      :ARG1 (p / pay-01
            :ARG0 (p2 / person
                  :ARG0-of (o / own-01
                        :ARG1 (d / dog)))
            :ARG1 (f / fine-01
                  :ARG1 (d2 / dirt
                        :mod d
                        :ARG1-of (l / leave-12
                              :ARG2 (p3 / pave-01)))
                  :ARG1-of (h / have-degree-91
                        :ARG2 (h2 / high-02
                              :ARG1 f)
                        :ARG3 (m / more)))))"
micro_k025,introduce_capital_punishment,a5,True,pro,"Still, the state needs the death penalty as a deterrent to horrific crimes.","# ::snt Still, the state needs the death penalty as a deterrent to horrific crimes.
(n / need-01
      :ARG0 (s / state)
      :ARG1 (p / penalize-01
            :manner (d / die-01)
            :ARG0-of (d2 / deter-01
                  :ARG1 (c / crime-02
                        :mod (h / horrific))))
      :mod (s2 / still))"
micro_k027,public_broadcasting_fees_on_demand,a1,True,pro,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,"# ::snt The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.
(r / recommend-01
      :ARG1 (c / collect-01
            :ARG1 (f / fee
                  :mod (l / license-01
                        :ARG1 (t / television)))
            :ARG2 (p / person
                  :mod (t2 / that)
                  :ARG0-of (u / use-01
                        :ARG1 (p2 / program-01
                              :ARG0 p
                              :ARG0-of (b / broadcast-01)
                              :ARG1-of (p3 / public-02)))
                  :ARG1-of (a / actual-02)))
      :mod (o / only))"
micro_k029,over_the_counter_morning_after_pill,a1,True,con,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,"# ::snt No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.
(r / recommend-01
      :ARG1 (p / possible-01
            :ARG1 (p2 / pick-up-04
                  :ARG0 (n / no-one)
                  :ARG1 (p3 / pill
                        :time (d / date-entity
                              :dayperiod (m / morning)
                              :time (a / after)))
                  :location (p4 / pharmacy)
                  :manner (o / over
                        :op1 (c / counter)))))"
micro_k031,higher_dog_poo_fines,a5,True,pro,Increasing penalties is therefore the right way.,"# ::snt Increasing penalties is therefore the right way.
(c / cause-01
      :ARG1 (w / way
            :ARG1-of (r / right-02)
            :domain (ii / increase-01
                  :ARG1 (p / penalty))))"
