topic,arg_A,arg_B,text_A,text_B,type_A,type_B,sbert_score
charge_tuition_fees,a1,a1,Actually it would be justified if all German universities charged tuition fees.,German universities should on no account charge tuition fees.,claim,claim,0.8115
charge_tuition_fees,a1,a1,Tuition fees should not be charged in Germany.,Actually it would be justified if all German universities charged tuition fees.,claim,claim,0.809
charge_tuition_fees,a1,a1,Tuition fees should not be charged in Germany.,Tuition fees should not generally be charged by universities.,claim,claim,0.7959
charge_tuition_fees,a1,a1,The universities in Germany should not under any circumstances charge tuition fees.,Actually it would be justified if all German universities charged tuition fees.,claim,claim,0.7497
charge_tuition_fees,a1,a1,Tuition fees should not generally be charged by universities.,German universities should on no account charge tuition fees.,claim,claim,0.7245
charge_tuition_fees,a5,a3,And funding-wise it ought to be considered how costs incurred by students from other (federal) states can be reimbursed.,which is why students also ought to be involved in this cost factor.,premise,objection,0.71
charge_tuition_fees,a1,a4,Every German citizen has a right to education.,But education must not be a question of money in a wealthy society such as Germany.,premise,objection,0.6777
charge_tuition_fees,a1,a1,Every German citizen has a right to education.,Actually it would be justified if all German universities charged tuition fees.,premise,claim,0.6297
charge_tuition_fees,a1,a1,Tuition fees should not generally be charged by universities.,Actually it would be justified if all German universities charged tuition fees.,claim,claim,0.6203
charge_tuition_fees,a1,a4,Tuition fees should not be charged in Germany.,But education must not be a question of money in a wealthy society such as Germany.,claim,objection,0.6135
charge_tuition_fees,a1,a4,Actually it would be justified if all German universities charged tuition fees.,One could argue that an increase in tuition fees would allow institutions to be better equipped.,claim,objection,0.6117
charge_tuition_fees,a4,a5,But education must not be a question of money in a wealthy society such as Germany.,Therefore universities should not charge tuition fees in Germany.,objection,claim,0.6019
health_insurance_cover_complementary_medicine,a1,a1,Health insurance companies should naturally cover alternative medical treatments.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,claim,claim,0.8411
health_insurance_cover_complementary_medicine,a1,a1,Complementary medicine includes treatments with proven health benefits in many areas,Many people see proven relief of their symptoms and complaints by complementary medicine.,premise,objection,0.8357
health_insurance_cover_complementary_medicine,a4,a2,which ultimately also saves costs for conventional treatments and medication.,"which are often less costly than medication from conventional medicine, which are also paid for after all.",premise,premise,0.8141
health_insurance_cover_complementary_medicine,a1,a5,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.8089
health_insurance_cover_complementary_medicine,a5,a5,and conventional medicine will also hardly suffer.,"Also conventional medicine is in many cases not successful,",premise,premise,0.7836
health_insurance_cover_complementary_medicine,a4,a3,Patients do often report relief of their complaints after such treatments.,"Yet many patients subjectively experience relief or are cured of their complaints,",objection,objection,0.776
health_insurance_cover_complementary_medicine,a3,a1,"Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment,",Health insurance companies should naturally cover alternative medical treatments.,premise,claim,0.7741
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should naturally cover alternative medical treatments.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,claim,claim,0.7649
health_insurance_cover_complementary_medicine,a3,a5,"Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment,",The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,premise,claim,0.7644
health_insurance_cover_complementary_medicine,a1,a1,Health insurance companies should not cover treatment in complementary medicine,Health insurance companies should naturally cover alternative medical treatments.,claim,claim,0.7498
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should naturally cover alternative medical treatments.,That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.7433
health_insurance_cover_complementary_medicine,a1,a1,Health insurance companies should not cover treatment in complementary medicine,Complementary medicine includes treatments with proven health benefits in many areas,claim,premise,0.7301
health_insurance_cover_complementary_medicine,a3,a1,"Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment,",The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,premise,claim,0.7217
health_insurance_cover_complementary_medicine,a1,a4,"Alternative treatments should be subsidized in the same way as conventional treatments,",which ultimately also saves costs for conventional treatments and medication.,claim,premise,0.7171
health_insurance_cover_complementary_medicine,a1,a5,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,claim,claim,0.7093
health_insurance_cover_complementary_medicine,a1,a1,Health insurance companies should not cover treatment in complementary medicine,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,claim,claim,0.7052
health_insurance_cover_complementary_medicine,a1,a1,"From time immemorial humans have had complementary medicine,",Many people see proven relief of their symptoms and complaints by complementary medicine.,premise,objection,0.7044
health_insurance_cover_complementary_medicine,a1,a1,"From time immemorial humans have had complementary medicine,",Complementary medicine includes treatments with proven health benefits in many areas,premise,premise,0.6963
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should not cover treatment in complementary medicine,That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.6807
health_insurance_cover_complementary_medicine,a2,a2,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,",Their treatment methods and successes are not amply researched or proven.,objection,objection,0.6793
health_insurance_cover_complementary_medicine,a3,a1,"Yet many patients subjectively experience relief or are cured of their complaints,",Many people see proven relief of their symptoms and complaints by complementary medicine.,objection,objection,0.6731
health_insurance_cover_complementary_medicine,a1,a1,Health insurance companies should not cover treatment in complementary medicine,Many people see proven relief of their symptoms and complaints by complementary medicine.,claim,objection,0.6686
health_insurance_cover_complementary_medicine,a5,a3,and conventional medicine will also hardly suffer.,Often natural treatments do not put as much of a strain on the patient.,premise,premise,0.6594
health_insurance_cover_complementary_medicine,a5,a5,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.6573
health_insurance_cover_complementary_medicine,a1,a3,Health insurance companies should not cover treatment in complementary medicine,"Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment,",claim,premise,0.6537
health_insurance_cover_complementary_medicine,a3,a4,"Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment,",which ultimately also saves costs for conventional treatments and medication.,premise,premise,0.6528
health_insurance_cover_complementary_medicine,a3,a5,"Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment,",That's why the statutory health insurance companies should not cover such treatments.,premise,claim,0.6499
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should not cover treatment in complementary medicine,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,claim,claim,0.6331
health_insurance_cover_complementary_medicine,a1,a1,"Alternative treatments should be subsidized in the same way as conventional treatments,",Health insurance companies should naturally cover alternative medical treatments.,claim,claim,0.6275
health_insurance_cover_complementary_medicine,a5,a3,"Also conventional medicine is in many cases not successful,",Often natural treatments do not put as much of a strain on the patient.,premise,premise,0.6227
health_insurance_cover_complementary_medicine,a4,a2,The effectiveness of many natural remedies has not been demonstrated.,Their treatment methods and successes are not amply researched or proven.,premise,objection,0.6172
health_insurance_cover_complementary_medicine,a3,a4,A reduction in the amount of chemically produced medication per person is most certainly desirable.,which ultimately also saves costs for conventional treatments and medication.,claim,premise,0.6169
health_insurance_cover_complementary_medicine,a2,a4,"since both methods can lead to the prevention, mitigation or cure of an illness.",which ultimately also saves costs for conventional treatments and medication.,premise,premise,0.6119
health_insurance_cover_complementary_medicine,a5,a4,and conventional medicine will also hardly suffer.,which ultimately also saves costs for conventional treatments and medication.,premise,premise,0.6114
health_insurance_cover_complementary_medicine,a1,a3,"Alternative treatments should be subsidized in the same way as conventional treatments,","Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment,",claim,premise,0.6107
health_insurance_cover_complementary_medicine,a5,a2,and conventional medicine will also hardly suffer.,"which are often less costly than medication from conventional medicine, which are also paid for after all.",premise,premise,0.6095
health_insurance_cover_complementary_medicine,a5,a2,"Also conventional medicine is in many cases not successful,","which are often less costly than medication from conventional medicine, which are also paid for after all.",premise,premise,0.6089
health_insurance_cover_complementary_medicine,a1,a5,"Alternative treatments should be subsidized in the same way as conventional treatments,",That's why the statutory health insurance companies should not cover such treatments.,claim,claim,0.6077
health_insurance_cover_complementary_medicine,a1,a1,"Alternative treatments should be subsidized in the same way as conventional treatments,",The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,claim,claim,0.6031
higher_dog_poo_fines,a1,a1,There should be much higher fines for dog dirt left on pavements.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.9442
higher_dog_poo_fines,a1,a1,There should be much higher fines for dog dirt left on pavements.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.9071
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,There should be much higher fines for dog dirt left on pavements.,claim,claim,0.9041
higher_dog_poo_fines,a1,a1,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,","Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.8709
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.8622
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.86
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.836
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,There should be much higher fines for dog dirt left on pavements.,claim,claim,0.8134
higher_dog_poo_fines,a4,a2,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,Dog dirt is disgusting and a hygiene problem.,objection,premise,0.7912
higher_dog_poo_fines,a2,a2,Dog dirt is disgusting and a hygiene problem.,Stepping in dog dirt is gross and absolutely ruins your day,premise,premise,0.7887
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.7783
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,There should be a higher fine for dog dirt on the pavement.,claim,claim,0.7695
higher_dog_poo_fines,a1,a1,There should be much higher fines for dog dirt left on pavements.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.7617
higher_dog_poo_fines,a1,a1,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.754
higher_dog_poo_fines,a4,a1,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.","If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",premise,claim,0.7539
higher_dog_poo_fines,a1,a4,There should be much higher fines for dog dirt left on pavements.,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",claim,premise,0.7277
higher_dog_poo_fines,a3,a4,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",claim,premise,0.7225
higher_dog_poo_fines,a1,a4,There should be a higher fine for dog dirt on the pavement.,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",claim,premise,0.7141
higher_dog_poo_fines,a1,a1,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.7019
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.6814
higher_dog_poo_fines,a1,a4,There should be a higher fine for dog dirt on the pavement.,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",claim,premise,0.6793
higher_dog_poo_fines,a3,a4,"in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",premise,premise,0.6761
higher_dog_poo_fines,a1,a4,There should be much higher fines for dog dirt left on pavements.,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",claim,premise,0.6752
higher_dog_poo_fines,a4,a1,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.","Dog owners should pay higher fines for dog dirt left on pavements,",premise,claim,0.6716
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be much higher fines for dog dirt left on pavements.,claim,claim,0.6702
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.6692
higher_dog_poo_fines,a2,a2,Dog dirt is disgusting and a hygiene problem.,although there aren't enough bins and bag-dispensers for dog dirt.,premise,objection,0.6667
higher_dog_poo_fines,a1,a1,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",There should be a higher fine for dog dirt on the pavement.,premise,claim,0.6638
higher_dog_poo_fines,a5,a1,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,","Dog owners should pay higher fines for dog dirt left on pavements,",objection,claim,0.6586
higher_dog_poo_fines,a4,a2,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,Stepping in dog dirt is gross and absolutely ruins your day,objection,premise,0.6557
higher_dog_poo_fines,a1,a4,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",claim,premise,0.6512
higher_dog_poo_fines,a3,a4,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",claim,premise,0.6503
higher_dog_poo_fines,a4,a4,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",premise,premise,0.649
higher_dog_poo_fines,a1,a1,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",For dog dirt left on the pavement dog owners should by all means pay a bit more.,premise,claim,0.6452
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,Pieces of dog poo on the pavements are a real danger.,claim,premise,0.6448
higher_dog_poo_fines,a4,a1,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,premise,claim,0.6442
higher_dog_poo_fines,a4,a3,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.","A fine for leaving dog waste behind admittedly seems rather authoritarian,",premise,objection,0.6429
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.6399
higher_dog_poo_fines,a1,a5,For dog dirt left on the pavement dog owners should by all means pay a bit more.,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,",claim,objection,0.6366
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.6353
higher_dog_poo_fines,a5,a3,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,","A fine for leaving dog waste behind admittedly seems rather authoritarian,",objection,objection,0.6334
higher_dog_poo_fines,a1,a2,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",Stepping in dog dirt is gross and absolutely ruins your day,premise,premise,0.6319
higher_dog_poo_fines,a1,a2,For dog dirt left on the pavement dog owners should by all means pay a bit more.,although there aren't enough bins and bag-dispensers for dog dirt.,claim,objection,0.6307
higher_dog_poo_fines,a1,a2,For dog dirt left on the pavement dog owners should by all means pay a bit more.,Dog dirt is disgusting and a hygiene problem.,claim,premise,0.629
higher_dog_poo_fines,a1,a4,"Dog owners should pay higher fines for dog dirt left on pavements,","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",claim,premise,0.6283
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.6245
higher_dog_poo_fines,a2,a1,Dog dirt is disgusting and a hygiene problem.,"Dog owners should pay higher fines for dog dirt left on pavements,",premise,claim,0.6227
higher_dog_poo_fines,a1,a1,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.","Dog owners should pay higher fines for dog dirt left on pavements,",premise,claim,0.6214
higher_dog_poo_fines,a1,a2,There should be a higher fine for dog dirt on the pavement.,Dog dirt is disgusting and a hygiene problem.,claim,premise,0.6199
higher_dog_poo_fines,a1,a1,There should be much higher fines for dog dirt left on pavements.,Pieces of dog poo on the pavements are a real danger.,claim,premise,0.6196
higher_dog_poo_fines,a3,a1,"Also children, adults and other animals aren't allowed to leave droppings on the pavement.",Pieces of dog poo on the pavements are a real danger.,premise,premise,0.6188
higher_dog_poo_fines,a3,a3,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Higher fines may not be ideal, particularly for financially weaker individuals,",claim,objection,0.6148
higher_dog_poo_fines,a4,a1,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,There should be a higher fine for dog dirt on the pavement.,objection,claim,0.6142
higher_dog_poo_fines,a3,a3,"in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.","A fine for leaving dog waste behind admittedly seems rather authoritarian,",premise,objection,0.6138
higher_dog_poo_fines,a1,a1,One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",premise,premise,0.6133
higher_dog_poo_fines,a2,a6,Dog dirt is disgusting and a hygiene problem.,A dog dirt-free city will be more attractive not only for its residents but also for tourists!,premise,premise,0.6109
higher_dog_poo_fines,a1,a1,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",There should be much higher fines for dog dirt left on pavements.,premise,claim,0.6108
higher_dog_poo_fines,a1,a2,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",although there aren't enough bins and bag-dispensers for dog dirt.,claim,objection,0.608
higher_dog_poo_fines,a3,a3,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","A fine for leaving dog waste behind admittedly seems rather authoritarian,",claim,objection,0.6054
higher_dog_poo_fines,a4,a2,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,although there aren't enough bins and bag-dispensers for dog dirt.,objection,objection,0.605
higher_dog_poo_fines,a1,a2,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,although there aren't enough bins and bag-dispensers for dog dirt.,claim,objection,0.604
higher_dog_poo_fines,a2,a1,Dog dirt is disgusting and a hygiene problem.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",premise,claim,0.6029
higher_dog_poo_fines,a3,a4,"in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.",but cleaning up after their dogs does happen to be the obligation of the owners.,premise,objection,0.6018
higher_dog_poo_fines,a1,a2,There should be much higher fines for dog dirt left on pavements.,although there aren't enough bins and bag-dispensers for dog dirt.,claim,objection,0.6014
higher_dog_poo_fines,a1,a2,"Dog owners should pay higher fines for dog dirt left on pavements,",although there aren't enough bins and bag-dispensers for dog dirt.,claim,objection,0.6012
higher_dog_poo_fines,a3,a3,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.",claim,premise,0.6003
increase_weight_of_BA_thesis_in_final_grade,a1,a3,The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade.,That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits).,premise,objection,0.6765
increase_weight_of_BA_thesis_in_final_grade,a3,a1,That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits).,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it.",objection,claim,0.6498
increase_weight_of_BA_thesis_in_final_grade,a2,a3,Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.,Current regulations for the calculation of the total grade should therefore be maintained.,premise,claim,0.6431
increase_weight_of_BA_thesis_in_final_grade,a3,a5,That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits).,Due to the many random factors the bachelor thesis should not play a bigger role.,objection,claim,0.6428
increase_weight_of_BA_thesis_in_final_grade,a3,a4,That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits).,A good grade for the thesis also significantly depends on the supervision of a dedicated teacher.,objection,premise,0.627
introduce_capital_punishment,a3,a1,That's why Germany should not introduce capital punishment!,Germany should by no means introduce capital punishment.,claim,claim,0.9186
introduce_capital_punishment,a3,a1,That's why Germany should not introduce capital punishment!,"One should not re-introduce capital punishment in Germany,",claim,claim,0.9104
introduce_capital_punishment,a1,a1,"One should not re-introduce capital punishment in Germany,",Germany should by no means introduce capital punishment.,claim,claim,0.9075
introduce_capital_punishment,a3,a2,and furthermore no one may have the right to adjudicate upon the death of another human being.,since no one can claim the right to rule over the life or death of another human being.,premise,premise,0.7872
introduce_capital_punishment,a2,a3,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.",Capital punishment would be murder and would have to be punished with the death penalty itself.,premise,premise,0.7578
introduce_capital_punishment,a1,a5,"One should not re-introduce capital punishment in Germany,",A re-introduction of capital punishment in Germany would be a step back into the Middle Ages.,claim,premise,0.7542
introduce_capital_punishment,a1,a1,"One should not re-introduce capital punishment in Germany,","If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies.",claim,objection,0.7163
introduce_capital_punishment,a1,a2,No human being or human committee should again be given the permission to rule over 'life or death'.,since no one can claim the right to rule over the life or death of another human being.,premise,premise,0.7106
introduce_capital_punishment,a1,a1,The death penalty is a legal means that as such is not practicable in Germany.,"If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies.",claim,objection,0.7046
introduce_capital_punishment,a3,a5,That's why Germany should not introduce capital punishment!,A re-introduction of capital punishment in Germany would be a step back into the Middle Ages.,claim,premise,0.6981
introduce_capital_punishment,a3,a2,Capital punishment will not deter anyone else from an atrocity.,Fear of punishment hence does not deter murderers.,premise,premise,0.6968
introduce_capital_punishment,a1,a1,The death penalty is a legal means that as such is not practicable in Germany.,"One should not re-introduce capital punishment in Germany,",claim,claim,0.696
introduce_capital_punishment,a3,a1,That's why Germany should not introduce capital punishment!,"If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies.",claim,objection,0.684
introduce_capital_punishment,a1,a1,The death penalty should be abandoned everywhere.,Germany should by no means introduce capital punishment.,claim,claim,0.6782
introduce_capital_punishment,a1,a5,Germany should by no means introduce capital punishment.,A re-introduction of capital punishment in Germany would be a step back into the Middle Ages.,claim,premise,0.6742
introduce_capital_punishment,a4,a1,Handing out capital punishment is unethical.,"Capital punishment is not a solution,",premise,objection,0.6741
introduce_capital_punishment,a1,a1,The death penalty is a legal means that as such is not practicable in Germany.,Germany should by no means introduce capital punishment.,claim,claim,0.674
introduce_capital_punishment,a1,a1,"If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies.",Germany should by no means introduce capital punishment.,objection,claim,0.6732
introduce_capital_punishment,a4,a5,The state ought to prevent murder - not avenge it.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",claim,claim,0.6723
introduce_capital_punishment,a3,a1,and furthermore no one may have the right to adjudicate upon the death of another human being.,No human being or human committee should again be given the permission to rule over 'life or death'.,premise,premise,0.6673
introduce_capital_punishment,a2,a1,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.","Capital punishment is not a solution,",premise,objection,0.6611
introduce_capital_punishment,a1,a3,The death penalty is a legal means that as such is not practicable in Germany.,That's why Germany should not introduce capital punishment!,claim,claim,0.6521
introduce_capital_punishment,a3,a1,Capital punishment will not deter anyone else from an atrocity.,"Capital punishment is not a solution,",premise,objection,0.6504
introduce_capital_punishment,a4,a2,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.,Fear of punishment hence does not deter murderers.,objection,premise,0.6503
introduce_capital_punishment,a1,a1,"If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies.",Despite the death penalty there are significantly more homicides in the US than in Germany.,objection,premise,0.6498
introduce_capital_punishment,a4,a3,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on","Criminals should not be put in luxury prisons, though.",premise,premise,0.6493
introduce_capital_punishment,a1,a1,The death penalty is a legal means that as such is not practicable in Germany.,Despite the death penalty there are significantly more homicides in the US than in Germany.,claim,premise,0.6453
introduce_capital_punishment,a1,a1,The death penalty should be abandoned everywhere.,"One should not re-introduce capital punishment in Germany,",claim,claim,0.6446
introduce_capital_punishment,a1,a5,The death penalty should be abandoned everywhere.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",claim,claim,0.6425
introduce_capital_punishment,a1,a1,"One should not re-introduce capital punishment in Germany,","Capital punishment is not a solution,",claim,objection,0.6412
introduce_capital_punishment,a2,a2,Courts are also subject to human error.,as it cannot be ruled out that the judicial process may make mistakes.,premise,premise,0.64
introduce_capital_punishment,a3,a1,That's why Germany should not introduce capital punishment!,Despite the death penalty there are significantly more homicides in the US than in Germany.,claim,premise,0.6375
introduce_capital_punishment,a3,a1,Capital punishment will not deter anyone else from an atrocity.,Germany should by no means introduce capital punishment.,premise,claim,0.6361
introduce_capital_punishment,a3,a2,Capital punishment will not deter anyone else from an atrocity.,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.",premise,premise,0.6361
introduce_capital_punishment,a1,a4,"One should not re-introduce capital punishment in Germany,",Handing out capital punishment is unethical.,claim,premise,0.6352
introduce_capital_punishment,a1,a5,"If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies.",A re-introduction of capital punishment in Germany would be a step back into the Middle Ages.,objection,premise,0.6347
introduce_capital_punishment,a4,a2,Handing out capital punishment is unethical.,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.",premise,premise,0.6298
introduce_capital_punishment,a3,a5,Capital punishment would be murder and would have to be punished with the death penalty itself.,A re-introduction of capital punishment in Germany would be a step back into the Middle Ages.,premise,premise,0.6278
introduce_capital_punishment,a3,a1,Capital punishment would be murder and would have to be punished with the death penalty itself.,"Capital punishment is not a solution,",premise,objection,0.6268
introduce_capital_punishment,a1,a3,"One should not re-introduce capital punishment in Germany,",Capital punishment will not deter anyone else from an atrocity.,claim,premise,0.6243
introduce_capital_punishment,a2,a1,Fear of punishment hence does not deter murderers.,"Capital punishment is not a solution,",premise,objection,0.6183
introduce_capital_punishment,a3,a4,Capital punishment will not deter anyone else from an atrocity.,Handing out capital punishment is unethical.,premise,premise,0.617
introduce_capital_punishment,a4,a1,Handing out capital punishment is unethical.,Germany should by no means introduce capital punishment.,premise,claim,0.617
introduce_capital_punishment,a1,a1,Germany should by no means introduce capital punishment.,"Capital punishment is not a solution,",claim,objection,0.617
introduce_capital_punishment,a4,a3,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.,Capital punishment will not deter anyone else from an atrocity.,objection,premise,0.6162
